,year,CAUSE,Ndeaths,YLL,m.YLL,Level,pop,YLLper,YLLrateLCI,YLLrateUCI,cDeathRate,rateLCI,rateUCI,causeName,county,stateRate,SMR,aRate,aLCI,aUCI,YLL.adj.rate
34,2000,209,2084,126187.48,60.5506142,gbd36,34000835,371.1305325,369.0828311,373.178234,6.129261237,5.866108819,6.392413656,Interpersonal violence,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
9252,2002,104,2084,46618.15,22.36955374,gbd36,9722444,479.4900336,475.1374195,483.8426476,21.43493961,20.5146564,22.35522282,Diabetes mellitus,Los Angeles,18.9219335,1.132809161,28.50640009,27.27703342,29.77885233,621.0627639
18216,2005,147,2085,33375.66,16.00751079,gbd36,779655,4280.824211,4234.898006,4326.750415,267.4259769,255.9471197,278.9048341,Cardiovascular diseases,San Francisco,240.2740075,1.113004189,251.2883964,240.4973559,262.5400388,4145.153786
3977,2009,147,2086,33887.08,16.24500479,gbd36,1043501,3247.441066,3212.865262,3282.016871,199.9039771,191.325457,208.4824972,Cardiovascular diseases,Contra Costa,211.3158263,0.94599624,202.4108695,193.798041,211.3243586,3282.501577
19291,2006,0,2087,41138.11,19.71160038,gbd36,261803,15713.38373,15561.54043,15865.22703,797.16428,762.9636035,831.3649565,All CAUSES,San Luis Obispo,645.5076255,1.234941693,709.4601495,678.9420471,741.1387102,14775.82784
19323,2007,0,2089,41743.43,19.98249402,gbd36,264162,15802.20849,15650.61805,15953.79893,790.8026135,756.8911161,824.7141109,All CAUSES,San Luis Obispo,631.8358984,1.25159494,698.4286263,668.4279345,729.5728721,14822.10669
835,2009,209,2090,126748.47,60.64520096,gbd36,37077204,341.8501298,339.9681607,343.7320989,5.636886751,5.395221472,5.87855203,Interpersonal violence,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
5254,2005,147,2090,36289.34,17.37163236,gbd36,871910,4162.051129,4119.229226,4204.873033,239.7036391,229.4270362,249.980242,Cardiovascular diseases,Fresno,240.2740075,0.997626175,316.7270313,303.1533088,330.7786563,5398.815653
5220,2004,147,2091,34594.89,16.54466284,gbd36,860226,4021.604788,3979.226685,4063.98289,243.0756569,232.6569806,253.4943331,Cardiovascular diseases,Fresno,248.1178728,0.979678143,322.8902189,309.0436423,337.2224736,5227.122528
9396,2006,104,2091,46932.08,22.44480153,gbd36,9787327,479.5188717,475.1805786,483.8571648,21.3643623,20.44864587,22.28007874,Diabetes mellitus,Los Angeles,19.23203088,1.11087396,26.73762518,25.59137081,27.92395612,584.4221568
9498,2009,48,2094,34707.51,16.57474212,gbd36,9805233,353.9692529,350.2453196,357.6931863,21.3559433,20.44124365,22.27064295,Lower respiratory infections,Los Angeles,17.1102438,1.248137873,24.88388881,23.82526928,25.97921145,397.4534306
105,2001,105,2098,61918.45,29.51308389,gbd36,34512742,179.4075069,177.9943882,180.8206257,6.078914275,5.818795698,6.339032851,"Endocrine, blood, immune disorders",CALIFORNIA STATE,NA,0,NA,NA,NA,NA
20763,2003,70,2099,50043.02,23.84136255,gbd36,1694211,2953.765499,2927.88621,2979.644789,123.8924786,118.592345,129.1926121,Malignant neoplasms,Santa Clara,153.4576012,0.807340123,160.1738299,153.2908983,167.3023675,3658.287127
20694,2001,70,2109,51794.03,24.55857278,gbd36,1693171,3058.995813,3032.651485,3085.340141,124.5591851,119.2431779,129.8751923,Malignant neoplasms,Santa Clara,155.9134305,0.79889965,165.8271223,158.6937548,173.2188021,3865.642832
5500,2012,147,2110,35418.47,16.78600474,gbd36,950634,3725.773536,3686.971935,3764.575137,221.957136,212.4865691,231.4277029,Cardiovascular diseases,Fresno,208.8456632,1.06278068,269.4159811,258.0293465,281.188425,4483.463552
2865,2014,0,2111,43804.73,20.75070109,gbd36,223899,19564.50453,19381.29147,19747.7176,942.8358322,902.6160186,983.0556459,All CAUSES,Butte,633.6389739,1.487970076,767.1624382,734.3447081,801.2846651,17530.55434
4113,2013,147,2113,34080.35,16.12889257,gbd36,1089656,3127.624682,3094.41913,3160.830233,193.9144097,185.6462582,202.1825612,Cardiovascular diseases,Contra Costa,210.0828401,0.923037834,181.7114667,174.0406488,189.6576497,2957.453973
17973,2014,132,2114,20741.33,9.81141438,gbd36,3248547,638.480219,629.7910702,647.1693679,65.07524749,62.30121573,67.84927924,Alzheimer’s disease and other dementias,San Diego,57.67253554,1.128357664,63.87156895,61.1755787,66.65902858,637.8759746
14586,2002,0,2117,42992.69,20.30830893,gbd36,276817,15531.08732,15384.27834,15677.89631,764.7651698,732.1878191,797.3425204,All CAUSES,Placer,667.5942068,1.145553934,767.8812619,735.1142845,801.8151903,15597.42028
9712,2015,48,2120,29613.2,13.96849057,gbd36,10185487,290.7391664,287.4277869,294.050546,20.81392868,19.92792766,21.6999297,Lower respiratory infections,Los Angeles,15.76556608,1.320214483,21.46217641,20.55802828,22.39623032,300.585318
1689,2008,70,2121,48500.85,22.86697313,gbd36,1491781,3251.204433,3222.269819,3280.139047,142.1790464,136.1282386,148.2298541,Malignant neoplasms,Alameda,147.2614312,0.965487333,165.3839886,158.3600213,172.6548654,3685.033784
5571,2014,147,2123,35602.76,16.77002355,gbd36,969410,3672.621491,3634.472555,3710.770427,218.9991851,209.683483,228.3148872,Cardiovascular diseases,Fresno,203.4517304,1.076418395,260.3845176,249.4216739,271.708432,4318.028721
4045,2011,147,2124,34618.74,16.29884181,gbd36,1063877,3254.017147,3219.739397,3288.294896,199.6471397,191.1566267,208.1376526,Cardiovascular diseases,Contra Costa,210.5563287,0.948188738,194.8730402,186.662575,203.3698356,3181.27926
5289,2006,147,2125,36236.54,17.05248941,gbd36,886376,4088.168001,4046.075623,4130.260379,239.7402457,229.5470686,249.9334228,Cardiovascular diseases,Fresno,235.573756,1.017686561,314.4153532,301.0739238,328.2242892,5285.113195
22138,2014,0,2127,45414.82,21.35158439,gbd36,179251,25335.88097,25102.86521,25568.89674,1186.604259,1136.176432,1237.032085,All CAUSES,Shasta,633.6389739,1.872681934,928.7021963,889.1281231,969.856975,21420.59275
2576,2005,0,2128,43407.94,20.39846805,gbd36,213698,20312.74977,20121.66229,20503.83724,995.7978081,953.4887414,1038.106875,All CAUSES,Butte,650.3771427,1.531108249,852.4582642,815.7943221,890.4988458,19315.1462
9288,2003,104,2128,47967.92,22.54131579,gbd36,9791022,489.9173958,485.5331438,494.3016477,21.7341969,20.81076287,22.65763093,Diabetes mellitus,Los Angeles,19.46088901,1.116814185,28.56941488,27.35167195,29.82908568,629.5167664
20728,2002,70,2131,51220.12,24.03572032,gbd36,1693162,3025.116321,2998.918216,3051.314426,125.8591913,120.5155007,131.2028818,Malignant neoplasms,Santa Clara,154.3464205,0.815433172,165.0671583,158.0101608,172.3760975,3755.907604
2419,2000,0,2134,43043.99,20.17056701,gbd36,203446,21157.4521,20957.57861,21357.32559,1048.926988,1004.423286,1093.43069,All CAUSES,Butte,671.3982171,1.562302314,914.280402,874.7260935,955.3882985,20093.52837
5536,2013,147,2136,35243.91,16.49995787,gbd36,959506,3673.130757,3634.782782,3711.478732,222.6145537,213.1739228,232.0551847,Cardiovascular diseases,Fresno,210.0828401,1.059651296,268.8742157,257.5849568,280.5378028,4385.433439
1618,2006,70,2137,49938.16,23.41217065,gbd36,1464839,3409.122777,3379.222552,3439.023003,145.8863397,139.7010442,152.0716353,Malignant neoplasms,Alameda,148.1067775,0.985007859,173.331117,165.9683278,180.954051,3956.906965
361,2004,46,2138,60746.04,28.41255379,gbd36,35752765,169.905852,168.5547211,171.256983,5.979957075,5.726477887,6.233436263,Other infectious diseases,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
9324,2004,104,2144,47912.25,22.34713153,gbd36,9822508,487.7802085,483.4125469,492.1478701,21.82741923,20.90349131,22.75134715,Diabetes mellitus,Los Angeles,19.36913131,1.12691782,28.13075043,26.936935,29.36564845,613.7792728
4079,2012,147,2147,34251.84,15.95334886,gbd36,1075665,3184.247884,3150.525909,3217.969859,199.5974583,191.1546472,208.0402695,Cardiovascular diseases,Contra Costa,208.8456632,0.955717515,190.2200389,182.2519918,198.4684818,3047.124987
1584,2005,70,2150,50105.18,23.30473488,gbd36,1459882,3432.139036,3402.087156,3462.190916,147.2721768,141.0470304,153.4973232,Malignant neoplasms,Alameda,150.8131785,0.976520608,177.8676866,170.3276855,185.6733563,4039.481726
18183,2004,147,2152,34379.59,15.97564591,gbd36,780699,4403.693357,4357.143879,4450.242835,275.6504107,264.0041743,287.2966471,Cardiovascular diseases,San Francisco,248.1178728,1.110965557,264.0150311,252.8379765,275.6504536,4356.752254
1792,2011,70,2153,50263.23,23.34567116,gbd36,1531942,3281.013903,3252.33048,3309.697325,140.5405688,134.6041055,146.477032,Malignant neoplasms,Alameda,148.8150457,0.944397578,151.2317302,144.8874443,157.7911303,3450.439195
1654,2007,70,2155,50107.79,23.26266945,gbd36,1476401,3393.914661,3364.198248,3423.631074,145.9630548,139.8004063,152.1257033,Malignant neoplasms,Alameda,149.3685977,0.977200409,171.8859254,164.6289299,179.3971937,3897.670955
2737,2010,0,2155,45817.25,21.26090487,gbd36,220157,20811.17112,20620.61184,21001.7304,978.8469138,937.5194047,1020.174423,All CAUSES,Butte,620.516386,1.577471499,824.1444405,789.2212311,860.404054,19374.71905
17939,2013,132,2156,21008.92,9.744397032,gbd36,3208946,654.6984586,645.8455181,663.5513991,67.18716987,64.35114483,70.0231949,Alzheimer’s disease and other dementias,San Diego,57.20363729,1.174526185,66.50421442,63.72355592,69.37965416,661.2290274
18008,2015,132,2161,20797.25,9.623900972,gbd36,3275084,635.014247,626.3838931,643.6446008,65.98304044,63.20106666,68.76501421,Alzheimer’s disease and other dementias,San Diego,60.08477922,1.098165647,63.94005874,61.2706156,66.69830402,624.8055131
2769,2011,0,2162,43559.18,20.14763182,gbd36,220551,19750.16209,19564.68986,19935.63433,980.2721366,938.9515094,1021.592764,All CAUSES,Butte,631.3345466,1.552698394,811.19815,776.9176712,846.8052293,17999.54285
5605,2015,147,2165,35834.64,16.55179677,gbd36,979357,3658.996668,3621.112428,3696.880908,221.063412,211.7515612,230.3752628,Cardiovascular diseases,Fresno,214.1126701,1.032463011,258.6257267,247.8428422,269.7589129,4242.677855
9462,2008,48,2165,29539.11,13.65023567,gbd36,9796812,301.5175753,298.0791308,304.9560198,22.09902568,21.16814875,23.02990261,Lower respiratory infections,Los Angeles,17.85315923,1.237821575,27.20150921,26.0619696,28.37987448,364.3506584
5082,2000,147,2168,36255.49,16.72301199,gbd36,802224,4519.372395,4472.852435,4565.892354,270.2487086,258.8729051,281.624512,Cardiovascular diseases,Fresno,273.5226944,0.988030296,368.9038983,353.3170283,385.0423756,6027.299526
444,2005,46,2169,60643.81,27.97223708,gbd36,35985582,168.522521,167.1812616,169.8637805,6.027413979,5.773755528,6.28107243,Other infectious diseases,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
20798,2004,70,2172,50415.94,23.21175875,gbd36,1696919,2971.028081,2945.093997,2996.962165,127.996681,122.6137739,133.3795882,Malignant neoplasms,Santa Clara,150.2205494,0.852058401,163.419488,156.5253348,170.5526935,3629.358072
15962,2000,70,2177,53075.95,24.38031695,gbd36,1230501,4313.360981,4276.665295,4350.056666,176.9198075,169.4879849,184.3516301,Malignant neoplasms,Sacramento,155.8932303,1.134878065,216.225775,207.057942,225.7182843,5232.942013
2546,2004,0,2178,45506.88,20.8938843,gbd36,212212,21444.06537,21247.04248,21641.08826,1026.332158,983.2291989,1069.435118,All CAUSES,Butte,650.198663,1.578490109,889.3184685,851.4468449,928.5926936,20457.32657
9426,2007,48,2182,30875.33,14.15001375,gbd36,9773894,315.8958957,312.3722984,319.4194931,22.32477659,21.38806081,23.26149238,Lower respiratory infections,Los Angeles,17.81545676,1.253112782,28.02954835,26.85830119,29.24055029,385.193161
12771,2008,0,2182,49592.43,22.72796975,gbd36,410877,12069.89683,11963.66762,12176.12604,531.0591734,508.7766879,553.341659,All CAUSES,Monterey,630.7673098,0.841925644,624.5598313,598.3670027,651.6809353,13469.61609
16171,2006,70,2186,52045.71,23.8086505,gbd36,1372275,3792.658906,3760.07528,3825.242532,159.2975169,152.6197383,165.9752955,Malignant neoplasms,Sacramento,148.1067775,1.075558591,187.0497872,179.206585,195.1628878,4393.423064
207,2002,105,2189,64710.2,29.56153495,gbd36,34938290,185.2128424,183.7858134,186.6398715,6.26533239,6.002868642,6.527796138,"Endocrine, blood, immune disorders",CALIFORNIA STATE,NA,0,NA,NA,NA,NA
22107,2013,0,2191,45647.51,20.83409859,gbd36,178725,25540.64065,25306.34117,25774.94013,1225.905721,1174.574219,1277.237223,All CAUSES,Shasta,640.8235447,1.913016042,976.8725442,935.9442571,1019.393275,21825.02667
4011,2010,147,2194,35264.93,16.07335005,gbd36,1051525,3353.693921,3318.691345,3388.696496,208.6493426,199.9186882,217.3799971,Cardiovascular diseases,Contra Costa,208.8709246,0.998939144,208.053883,199.4235578,216.9768128,3352.901677
1724,2009,70,2195,51587.12,23.50210478,gbd36,1503827,3430.389267,3400.78728,3459.991253,145.9609383,139.8547882,152.0670884,Malignant neoplasms,Alameda,149.9411876,0.973454597,163.7149717,156.8949738,170.7675667,3739.768647
2513,2003,0,2200,46063.2,20.93781818,gbd36,210623,21869.97621,21670.25723,22069.6952,1044.520304,1000.873381,1088.167228,All CAUSES,Butte,676.2708382,1.544529566,909.2836041,870.6988261,949.3025406,20986.58319
19479,2012,0,2200,42948.12,19.52187273,gbd36,272608,15754.53398,15605.53559,15903.53237,807.0196032,773.29702,840.7421864,All CAUSES,San Luis Obispo,631.4474178,1.278047198,648.116997,621.0324504,676.2772546,13979.25082
1318,2015,138,2202,66952.81,30.40545413,gbd36,39059809,171.411002,170.1126204,172.7093837,5.637508366,5.402043219,5.872973513,Other neurological conditions,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
3911,2007,147,2202,35588.37,16.16183924,gbd36,1021251,3484.7819,3448.576809,3520.986991,215.6179039,206.6120634,224.6237445,Cardiovascular diseases,Contra Costa,223.8695987,0.963140619,229.4178011,219.8856639,239.2787468,3656.591036
5117,2001,147,2202,37390.13,16.9800772,gbd36,815003,4587.729125,4541.227581,4634.230669,270.1830545,258.8981591,281.46795,Cardiovascular diseases,Fresno,271.4504689,0.995330955,367.5253037,352.1177645,383.470297,6127.447301
15997,2001,70,2204,52460.86,23.80256806,gbd36,1265767,4144.590592,4109.124607,4180.056577,174.1236736,166.8542477,181.3930996,Malignant neoplasms,Sacramento,155.9134305,1.116797143,212.1688083,203.2387406,221.4114049,5015.442177
19510,2013,0,2204,41263.38,18.72204174,gbd36,273494,15087.49004,14941.91641,15233.06366,805.8677704,772.2238898,839.511651,All CAUSES,San Luis Obispo,640.8235447,1.25755019,634.1960483,607.6929999,661.7651484,13198.75792
1549,2004,70,2206,52732.73,23.90422937,gbd36,1465540,3598.177464,3567.466705,3628.888222,150.5247213,144.2433687,156.8060738,Malignant neoplasms,Alameda,150.2205494,1.002024835,184.9678236,177.2135337,192.9913047,4302.342618
12739,2007,0,2209,48699.01,22.04572657,gbd36,407896,11939.07516,11833.03784,12045.11247,541.5596132,518.9758401,564.1433864,All CAUSES,Monterey,631.8358984,0.857120677,649.715132,622.5963144,677.7878391,13598.04995
2705,2009,0,2211,45616.29,20.63151967,gbd36,219287,20802.09497,20611.19969,20992.99025,1008.267704,966.2405892,1050.294819,All CAUSES,Butte,621.3143796,1.622797954,857.7768988,821.8111388,895.0957967,19711.59064
3945,2008,147,2211,37326.4,16.88213478,gbd36,1033292,3612.376753,3575.730205,3649.023302,213.976301,205.0572346,222.8953674,Cardiovascular diseases,Contra Costa,218.2073898,0.980609782,225.1773652,215.8479313,234.8259367,3765.656086
16101,2004,70,2211,53716.95,24.29531886,gbd36,1342899,4000.073721,3966.24696,4033.900482,164.6438042,157.7810394,171.5065689,Malignant neoplasms,Sacramento,150.2205494,1.09601386,195.0501461,186.8944813,203.483291,4673.514021
4146,2014,147,2213,36339.06,16.420723,gbd36,1102941,3294.741967,3260.866706,3328.617228,200.6453654,192.2857458,209.0049851,Cardiovascular diseases,Contra Costa,203.4517304,0.986206237,186.6579899,178.9572463,194.6307084,3079.944954
16206,2007,70,2213,53051.36,23.97259828,gbd36,1388086,3821.907288,3789.385084,3854.429493,159.4281622,152.785802,166.0705225,Malignant neoplasms,Sacramento,149.3685977,1.067347251,186.171436,178.4191906,194.1890785,4391.871652
7454,2003,147,2215,41582.54,18.77315576,gbd36,717797,5793.077987,5737.397637,5848.758338,308.5830674,295.7321741,321.4339606,Cardiovascular diseases,Kern,264.2267096,1.167872347,470.7746874,450.977817,491.2630364,8130.819745
22170,2015,0,2222,47228.84,21.25510351,gbd36,178777,26417.7383,26179.48436,26655.99224,1242.889186,1191.210856,1294.567516,All CAUSES,Shasta,656.7518034,1.892479289,956.9424864,916.8693498,998.597119,22380.1762
16136,2005,70,2223,54078.54,24.32682861,gbd36,1358168,3981.726856,3948.168005,4015.285706,163.676364,156.8723637,170.4803644,Malignant neoplasms,Sacramento,150.8131785,1.085292185,192.9709768,184.9355721,201.279789,4623.484788
938,2010,133,2226,29199.4,13.11743037,gbd36,37333583,78.21215553,77.31506684,79.10924422,5.962460126,5.714768686,6.210151566,Parkinson disease,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
16032,2002,70,2230,53650.44,24.05849327,gbd36,1293483,4147.749912,4112.652588,4182.847237,172.4027297,165.2472328,179.5582266,Malignant neoplasms,Sacramento,154.3464205,1.116985604,208.6720858,199.9589145,217.6842008,4991.968963
1757,2010,70,2232,51487.59,23.06791667,gbd36,1515338,3397.762743,3368.413976,3427.11151,147.2938711,141.1832455,153.4044966,Malignant neoplasms,Alameda,150.004354,0.981930638,162.7076361,155.9948694,169.645571,3660.83853
9360,2005,104,2233,50225.94,22.49258397,gbd36,9809557,512.0102773,507.5324975,516.4880571,22.76351521,21.81936073,23.70766969,Diabetes mellitus,Los Angeles,20.56101246,1.107120345,29.03979701,27.83322677,30.2870402,635.3013438
1860,2013,70,2234,50075.22,22.41504924,gbd36,1575797,3177.770995,3149.938044,3205.603946,141.76953,135.8907202,147.6483397,Malignant neoplasms,Alameda,149.3168425,0.949454379,146.6632515,140.6365297,152.8853532,3239.875915
16067,2003,70,2237,53432.55,23.88580688,gbd36,1320963,4044.969465,4010.672129,4079.266801,169.3461513,162.3285218,176.3637807,Malignant neoplasms,Sacramento,153.4576012,1.103537068,203.1445822,194.6910338,211.8841593,4816.882352
723,2008,209,2239,135764.82,60.66345845,gbd36,36856222,368.3633662,366.403931,370.3228013,6.074957981,5.823326878,6.326589085,Interpersonal violence,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
2449,2001,0,2240,45520.02,20.3214375,gbd36,205730,22126.09731,21922.83742,22329.3572,1088.805716,1043.716314,1133.895118,All CAUSES,Butte,674.5045062,1.614230455,959.4670245,918.9682978,1001.492678,21338.30278
1481,2002,70,2243,54403.01,24.25457423,gbd36,1468468,3704.746035,3673.614891,3735.877178,152.7442205,146.4230393,159.0654017,Malignant neoplasms,Alameda,154.3464205,0.989619455,193.1940122,185.1408216,201.5227929,4575.838562
2640,2007,0,2243,47292.33,21.08440927,gbd36,217115,21782.15692,21585.84186,21978.47198,1033.093061,990.3394407,1075.846682,All CAUSES,Butte,631.8358984,1.635065472,885.9806738,848.9929338,924.331967,20672.14289
3878,2006,147,2250,36792.17,16.35207556,gbd36,1010104,3642.414048,3605.195477,3679.63262,222.7493407,213.5454117,231.9532696,Cardiovascular diseases,Contra Costa,235.573756,0.945560934,238.2478657,228.4398174,248.3921916,3813.712856
19541,2014,0,2250,43045.55,19.13135556,gbd36,276075,15591.97682,15444.68279,15739.27085,814.995925,781.3205633,848.6712867,All CAUSES,San Luis Obispo,633.6389739,1.286214956,637.8255517,611.4056145,665.2970829,13583.69951
5151,2002,147,2251,37213.25,16.53187472,gbd36,828637,4490.89891,4445.27079,4536.527029,271.6509159,260.4288835,282.8729483,Cardiovascular diseases,Fresno,264.7983058,1.025878602,368.6787759,353.4040563,384.4736208,6026.579427
9641,2013,48,2251,31509.14,14.00406222,gbd36,10055477,313.3530115,309.8931104,316.8129126,22.38581024,21.46104146,23.31057902,Lower respiratory infections,Los Angeles,16.97007362,1.319134539,23.91294444,22.93430778,24.92353991,336.2565837
2480,2002,0,2253,46768.46,20.75830448,gbd36,208154,22468.20143,22264.57232,22671.83054,1082.371706,1037.678251,1127.06516,All CAUSES,Butte,667.5942068,1.621301825,944.3463352,904.6788177,985.4900925,21484.498
12803,2009,0,2253,51454.98,22.83842876,gbd36,413590,12441.05999,12333.56412,12548.55585,544.7423777,522.2487938,567.2359616,All CAUSES,Monterey,621.3143796,0.87675804,620.3774311,594.8587018,646.7757205,13625.46145
369,2004,105,2255,63632.34,28.21833259,gbd36,35752765,177.9787941,176.5959367,179.3616515,6.307204492,6.046881978,6.567527006,"Endocrine, blood, immune disorders",CALIFORNIA STATE,NA,0,NA,NA,NA,NA
20903,2007,70,2255,51977.69,23.04997339,gbd36,1736327,2993.542691,2967.807638,3019.277744,129.8718502,124.5115409,135.2321594,Malignant neoplasms,Santa Clara,149.3685977,0.869472246,156.4895684,150.0357427,163.1598914,3485.054701
2833,2013,0,2256,44680.31,19.80510195,gbd36,222229,20105.52628,19919.10073,20291.95184,1015.169037,973.2784059,1057.059669,All CAUSES,Butte,640.8235447,1.584163138,825.0875099,790.9590814,860.5227862,18113.66758
19415,2010,0,2258,43266.38,19.1613729,gbd36,269013,16083.37887,15931.83091,16234.92683,839.3646404,804.7438648,873.9854159,All CAUSES,San Luis Obispo,620.516386,1.352687309,697.0569604,668.3633286,726.844407,14464.59468
20938,2008,70,2259,51928.13,22.98722001,gbd36,1759534,2951.243341,2925.859825,2976.626856,128.3862659,123.091966,133.6805659,Malignant neoplasms,Santa Clara,147.2614312,0.871825466,153.6222417,147.3013833,160.1538331,3414.392519
5185,2003,147,2260,38625.26,17.09082301,gbd36,845917,4566.081542,4520.54542,4611.617665,267.1656912,256.1509434,278.180439,Cardiovascular diseases,Fresno,264.2267096,1.011122954,357.6826623,342.9016903,372.9618022,6001.541029
18148,2003,147,2262,37942.47,16.77385942,gbd36,781870,4852.78499,4803.956157,4901.613822,289.3064064,277.384112,301.2287008,Cardiovascular diseases,San Francisco,264.2267096,1.094917342,280.4566658,268.8548485,292.5137809,4846.726979
20833,2005,70,2264,52481.21,23.19098984,gbd36,1699521,3088.000089,3061.580657,3114.419521,133.2140056,127.7266922,138.701319,Malignant neoplasms,Santa Clara,150.8131785,0.883304808,166.5560179,159.6805582,173.6627748,3713.054752
2672,2008,0,2268,46657.51,20.57209436,gbd36,218485,21355.01751,21161.24719,21548.78782,1038.057533,995.3358853,1080.77918,All CAUSES,Butte,630.7673098,1.645705978,887.428002,850.64066,925.5730861,20145.5922
9390,2006,48,2268,31744.14,13.99653439,gbd36,9787327,324.3392195,320.771294,327.907145,23.17282339,22.21913714,24.12650963,Lower respiratory infections,Los Angeles,20.15073211,1.149974267,29.62916763,28.41286499,30.88590004,402.6384179
2802,2012,0,2269,46075.73,20.30662406,gbd36,221797,20773.82922,20584.14617,20963.51228,1023.007525,980.9145451,1065.100505,All CAUSES,Butte,631.4474178,1.620099308,846.0631752,811.1400476,882.3078312,19084.28815
14617,2003,0,2269,46759.55,20.60799912,gbd36,290655,16087.64687,15941.83077,16233.46296,780.6505995,748.5297117,812.7714873,All CAUSES,Placer,676.2708382,1.154346093,774.1935781,742.3263565,807.1651457,15885.42673
20868,2006,70,2271,52369.27,23.0600044,gbd36,1713839,3055.67034,3029.49958,3081.8411,132.5095298,127.0596536,137.959406,Malignant neoplasms,Santa Clara,148.1067775,0.89468917,162.2916077,155.6088777,169.1976014,3586.5493
3844,2005,147,2272,37491.74,16.50164613,gbd36,1004230,3733.381795,3695.59129,3771.1723,226.2429921,216.9400769,235.5459074,Cardiovascular diseases,Contra Costa,240.2740075,0.941604106,247.8834463,237.7127072,258.3998959,4002.602747
16276,2009,70,2274,53471.21,23.51416447,gbd36,1411403,3788.514691,3756.403452,3820.62593,161.1162793,154.4942319,167.7383267,Malignant neoplasms,Sacramento,149.9411876,1.074529834,180.7125291,173.3168958,188.3565391,4188.482938
16241,2008,70,2275,52816.64,23.21610549,gbd36,1400939,3770.088491,3737.936027,3802.240954,162.391082,155.7181059,169.064058,Malignant neoplasms,Sacramento,147.2614312,1.102740077,188.6300344,180.89275,196.6278617,4323.612731
12674,2005,0,2279,51188.53,22.4708209,gbd36,407974,12547.0079,12438.31481,12655.70099,558.6140293,535.679609,581.5484496,All CAUSES,Monterey,650.3771427,0.858907844,688.2024928,659.8158399,717.5642932,14450.22317
9318,2004,48,2283,32523.71,14.2460403,gbd36,9822508,331.1141106,327.5155755,334.7126456,23.24253643,22.28912873,24.19594413,Lower respiratory infections,Los Angeles,20.5914144,1.128748904,30.9085554,29.64040569,32.21843617,419.5582396
1929,2015,70,2284,51594.09,22.58935639,gbd36,1619679,3185.451562,3157.965082,3212.938041,141.0155963,135.2324099,146.7987827,Malignant neoplasms,Alameda,151.6571676,0.929831399,140.0559029,134.365923,145.934105,3119.018168
14649,2004,0,2284,47219.9,20.67421191,gbd36,302815,15593.64629,15452.99839,15734.29418,754.2558988,723.3231328,785.1886648,All CAUSES,Placer,650.198663,1.160039142,743.7378251,713.2547413,775.2799944,15328.17796
19448,2011,0,2284,43426.11,19.01318301,gbd36,270344,16063.27864,15912.19869,16214.35858,844.8495251,810.2014265,879.4976236,All CAUSES,San Luis Obispo,631.3345466,1.338196254,689.2731469,661.0393804,718.5906333,14287.63915
282,2003,105,2285,67589.07,29.57946171,gbd36,35388928,190.9893117,189.5494562,192.4291672,6.456821749,6.192079176,6.721564323,"Endocrine, blood, immune disorders",CALIFORNIA STATE,NA,0,NA,NA,NA,NA
20972,2009,70,2289,53092.99,23.19484054,gbd36,1774890,2991.339745,2965.895168,3016.784322,128.9657387,123.6825084,134.2489691,Malignant neoplasms,Santa Clara,149.9411876,0.860108825,147.560497,141.5416728,153.777741,3325.23292
1895,2014,70,2295,52548.02,22.89674074,gbd36,1599685,3284.897964,3256.811841,3312.984088,143.4657448,137.5961927,149.3352969,Malignant neoplasms,Alameda,150.2449315,0.954879099,145.4665944,139.5703376,151.5542359,3279.613005
12834,2010,0,2297,50592.96,22.02566826,gbd36,414915,12193.57218,12087.32094,12299.82342,553.6073654,530.9677287,576.247002,All CAUSES,Monterey,620.516386,0.892172033,621.8592415,596.5555773,648.0218185,13337.30207
173,2001,209,2301,139534.29,60.64071708,gbd36,34512742,404.2978967,402.1765625,406.4192309,6.667102834,6.394690395,6.939515274,Interpersonal violence,CALIFORNIA STATE,NA,0,NA,NA,NA,NA
1826,2012,70,2305,54352.46,23.58024295,gbd36,1554446,3496.580775,3467.185194,3525.976357,148.2843405,142.2308214,154.3378596,Malignant neoplasms,Alameda,150.5172418,0.985165146,155.923547,149.6083023,162.4422797,3610.166288
1515,2003,70,2307,54841.59,23.77182055,gbd36,1467187,3737.873223,3706.589557,3769.156889,157.2396702,150.8233442,163.6559961,Malignant neoplasms,Alameda,153.4576012,1.024645693,194.6710585,186.6807091,202.9327582,4513.343753
2606,2006,0,2308,48311.75,20.93230069,gbd36,215684,22399.3203,22199.58421,22599.05639,1070.084012,1026.427597,1113.740426,All CAUSES,Butte,645.5076255,1.657740311,923.3541091,885.2669655,962.8090807,21456.99181
9354,2005,48,2312,32484.67,14.0504628,gbd36,9809557,331.1532825,327.5521597,334.7544052,23.56885229,22.60814163,24.52956296,Lower respiratory infections,Los Angeles,20.87780601,1.128895071,30.85224373,29.59595231,32.14969856,412.5740416
