Year,County,Disease,Cases
2017,Orange,Invasive Meningococcal Disease,1
2017,Orange,Legionellosis,58
2017,Orange,Leprosy,0
2017,Orange,Leptospirosis,0
2017,Orange,Listeriosis,16
2017,Orange,Lyme Disease,0
2017,Orange,Malaria,4
2017,Orange,Measles,3
2017,Orange,Mumps,27
2017,Orange,Paralytic Shellfish Poisoning,0
2017,Orange,Pertussis,198
2017,Orange,"Plague, human",0
2017,Orange,Psittacosis,0
2017,Orange,Q Fever,0
2017,Orange,"Rabies, human",0
2017,Orange,Relapsing Fever,0
2017,Orange,Rubella,0
2017,Orange,Salmonellosis,372
2017,Orange,Scombroid Fish Poisoning,4
2017,Orange,Shiga Toxin Positive Feces (without culture confirmation),4
2017,Orange,Shigellosis,91
2017,Orange,Spotted Fever Rickettsiosis,0
2017,Orange,Streptococcal Infection (cases in food and dairy workers),2
2017,Orange,TB,186
2017,Orange,Tetanus,0
2017,Orange,Trichinosis,0
2017,Orange,Tularemia,0
2017,Orange,"Typhoid Fever, case",7
2017,Orange,Typhus Fever,11
2017,Orange,Varicella Hospitalizations,8
2017,Orange,Vibrio Infection (non-Cholera),20
2017,Orange,Yellow Fever,0
2017,Orange,Yersiniosis,15
2017,Orange,Zika Virus Infection,10
2017,Placer,Amebiasis,3
2017,Placer,Anaplasmosis,0
2017,Placer,Anthrax,0
2017,Placer,Babesiosis,0
2017,Placer,"Botulism, Foodborne",0
2017,Placer,"Botulism, Other",0
2017,Placer,"Botulism, Wound",0
2017,Placer,Brucellosis,0
2017,Placer,Campylobacteriosis,78
2017,Placer,Chikungunya Virus Infection,0
2017,Placer,Chlamydia,1026
2017,Placer,Cholera,0
2017,Placer,Ciguatera Fish Poisoning,0
2017,Placer,Coccidioidomycosis,2
2017,Placer,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Placer,Cryptosporidiosis,2
2017,Placer,Cyclosporiasis,1
2017,Placer,Cysticercosis or Taeniasis,1
2017,Placer,Dengue,1
2017,Placer,Diphtheria,0
2017,Placer,Domoic Acid Poisoning,0
2017,Placer,E. coli O157,20
2017,Placer,E. coli Other STEC (non-O157),19
2017,Placer,Early Syphilis,34
2017,Placer,Ehrlichiosis,0
2017,Placer,Flavivirus Infection of Undetermined Species,0
2017,Placer,Giardiasis,23
2017,Placer,Gonorrhea,311
2017,Placer,Hantavirus Infection,0
2017,Placer,Hemolytic Uremic Syndrome,0
2017,Placer,Hepatitis A,1
2017,Placer,"Hepatitis B, Acute",1
2017,Placer,"Hepatitis C, Acute",0
2017,Placer,"Hepatitis E, acute infection",0
2017,Placer,Invasive Meningococcal Disease,3
2017,Placer,Legionellosis,2
2017,Placer,Leprosy,0
2017,Placer,Leptospirosis,0
2017,Placer,Listeriosis,2
2017,Placer,Lyme Disease,3
2017,Placer,Malaria,1
2017,Placer,Measles,0
2017,Placer,Mumps,1
2017,Placer,Paralytic Shellfish Poisoning,0
2017,Placer,Pertussis,82
2017,Placer,"Plague, human",0
2017,Placer,Psittacosis,0
2017,Placer,Q Fever,1
2017,Placer,"Rabies, human",0
2017,Placer,Relapsing Fever,0
2017,Placer,Rubella,0
2017,Placer,Salmonellosis,100
2017,Placer,Scombroid Fish Poisoning,0
2017,Placer,Shiga Toxin Positive Feces (without culture confirmation),1
2017,Placer,Shigellosis,17
2017,Placer,Spotted Fever Rickettsiosis,0
2017,Placer,Streptococcal Infection (cases in food and dairy workers),0
2017,Placer,TB,9
2017,Placer,Tetanus,0
2017,Placer,Trichinosis,0
2017,Placer,Tularemia,0
2017,Placer,"Typhoid Fever, case",0
2017,Placer,Typhus Fever,0
2017,Placer,Varicella Hospitalizations,0
2017,Placer,Vibrio Infection (non-Cholera),3
2017,Placer,Yellow Fever,0
2017,Placer,Yersiniosis,0
2017,Placer,Zika Virus Infection,1
2017,Plumas,Amebiasis,0
2017,Plumas,Anaplasmosis,0
2017,Plumas,Anthrax,0
2017,Plumas,Babesiosis,0
2017,Plumas,"Botulism, Foodborne",0
2017,Plumas,"Botulism, Other",0
2017,Plumas,"Botulism, Wound",0
2017,Plumas,Brucellosis,0
2017,Plumas,Campylobacteriosis,0
2017,Plumas,Chikungunya Virus Infection,0
2017,Plumas,Chlamydia,68
2017,Plumas,Cholera,0
2017,Plumas,Ciguatera Fish Poisoning,0
2017,Plumas,Coccidioidomycosis,0
2017,Plumas,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,Plumas,Cryptosporidiosis,1
2017,Plumas,Cyclosporiasis,0
2017,Plumas,Cysticercosis or Taeniasis,0
2017,Plumas,Dengue,0
2017,Plumas,Diphtheria,0
2017,Plumas,Domoic Acid Poisoning,0
2017,Plumas,E. coli O157,1
2017,Plumas,E. coli Other STEC (non-O157),0
2017,Plumas,Early Syphilis,0
2017,Plumas,Ehrlichiosis,0
2017,Plumas,Flavivirus Infection of Undetermined Species,0
2017,Plumas,Giardiasis,4
2017,Plumas,Gonorrhea,8
2017,Plumas,Hantavirus Infection,0
2017,Plumas,Hemolytic Uremic Syndrome,0
2017,Plumas,Hepatitis A,0
2017,Plumas,"Hepatitis B, Acute",0
2017,Plumas,"Hepatitis C, Acute",0
2017,Plumas,"Hepatitis E, acute infection",0
2017,Plumas,Invasive Meningococcal Disease,0
2017,Plumas,Legionellosis,0
2017,Plumas,Leprosy,0
2017,Plumas,Leptospirosis,0
2017,Plumas,Listeriosis,0
2017,Plumas,Lyme Disease,0
2017,Plumas,Malaria,0
2017,Plumas,Measles,0
2017,Plumas,Mumps,0
2017,Plumas,Paralytic Shellfish Poisoning,0
2017,Plumas,Pertussis,0
2017,Plumas,"Plague, human",0
2017,Plumas,Psittacosis,0
2017,Plumas,Q Fever,0
2017,Plumas,"Rabies, human",0
2017,Plumas,Relapsing Fever,0
2017,Plumas,Rubella,0
2017,Plumas,Salmonellosis,1
2017,Plumas,Scombroid Fish Poisoning,0
2017,Plumas,Shiga Toxin Positive Feces (without culture confirmation),1
2017,Plumas,Shigellosis,1
2017,Plumas,Spotted Fever Rickettsiosis,0
2017,Plumas,Streptococcal Infection (cases in food and dairy workers),0
2017,Plumas,TB,0
2017,Plumas,Tetanus,0
2017,Plumas,Trichinosis,0
2017,Plumas,Tularemia,0
2017,Plumas,"Typhoid Fever, case",0
2017,Plumas,Typhus Fever,0
2017,Plumas,Varicella Hospitalizations,0
2017,Plumas,Vibrio Infection (non-Cholera),0
2017,Plumas,Yellow Fever,0
2017,Plumas,Yersiniosis,0
2017,Plumas,Zika Virus Infection,0
2017,Riverside,Amebiasis,1
2017,Riverside,Anaplasmosis,0
2017,Riverside,Anthrax,0
2017,Riverside,Babesiosis,0
2017,Riverside,"Botulism, Foodborne",1
2017,Riverside,"Botulism, Other",0
2017,Riverside,"Botulism, Wound",3
2017,Riverside,Brucellosis,1
2017,Riverside,Campylobacteriosis,342
2017,Riverside,Chikungunya Virus Infection,0
2017,Riverside,Chlamydia,11167
2017,Riverside,Cholera,0
2017,Riverside,Ciguatera Fish Poisoning,0
2017,Riverside,Coccidioidomycosis,133
2017,Riverside,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1
2017,Riverside,Cryptosporidiosis,19
2017,Riverside,Cyclosporiasis,3
2017,Riverside,Cysticercosis or Taeniasis,0
2017,Riverside,Dengue,1
2017,Riverside,Diphtheria,0
2017,Riverside,Domoic Acid Poisoning,0
2017,Riverside,E. coli O157,7
2017,Riverside,E. coli Other STEC (non-O157),12
2017,Riverside,Early Syphilis,545
2017,Riverside,Ehrlichiosis,0
2017,Riverside,Flavivirus Infection of Undetermined Species,0
2017,Riverside,Giardiasis,88
2017,Riverside,Gonorrhea,3361
2017,Riverside,Hantavirus Infection,0
2017,Riverside,Hemolytic Uremic Syndrome,3
2017,Riverside,Hepatitis A,17
2017,Riverside,"Hepatitis B, Acute",0
2017,Riverside,"Hepatitis C, Acute",6
2017,Riverside,"Hepatitis E, acute infection",0
2017,Riverside,Invasive Meningococcal Disease,5
2017,Riverside,Legionellosis,44
2017,Riverside,Leprosy,0
2017,Riverside,Leptospirosis,0
2017,Riverside,Listeriosis,4
2017,Riverside,Lyme Disease,5
2017,Riverside,Malaria,10
2017,Riverside,Measles,0
2017,Riverside,Mumps,2
2017,Riverside,Paralytic Shellfish Poisoning,0
2017,Riverside,Pertussis,136
2017,Riverside,"Plague, human",0
2017,Riverside,Psittacosis,0
2017,Riverside,Q Fever,11
2017,Riverside,"Rabies, human",0
2017,Riverside,Relapsing Fever,0
2017,Riverside,Rubella,1
2017,Riverside,Salmonellosis,254
2017,Riverside,Scombroid Fish Poisoning,0
2017,Riverside,Shiga Toxin Positive Feces (without culture confirmation),5
2017,Riverside,Shigellosis,116
2017,Riverside,Spotted Fever Rickettsiosis,2
2017,Riverside,Streptococcal Infection (cases in food and dairy workers),1
2017,Riverside,TB,60
2017,Riverside,Tetanus,1
2017,Riverside,Trichinosis,0
2017,Riverside,Tularemia,0
2017,Riverside,"Typhoid Fever, case",1
2017,Riverside,Typhus Fever,0
2017,Riverside,Varicella Hospitalizations,1
2017,Riverside,Vibrio Infection (non-Cholera),6
2017,Riverside,Yellow Fever,0
2017,Riverside,Yersiniosis,9
2017,Riverside,Zika Virus Infection,4
2017,Sacramento,Amebiasis,1
2017,Sacramento,Anaplasmosis,0
2017,Sacramento,Anthrax,0
2017,Sacramento,Babesiosis,0
2017,Sacramento,"Botulism, Foodborne",4
2017,Sacramento,"Botulism, Other",0
2017,Sacramento,"Botulism, Wound",1
2017,Sacramento,Brucellosis,1
2017,Sacramento,Campylobacteriosis,388
2017,Sacramento,Chikungunya Virus Infection,1
2017,Sacramento,Chlamydia,9803
2017,Sacramento,Cholera,0
2017,Sacramento,Ciguatera Fish Poisoning,0
2017,Sacramento,Coccidioidomycosis,40
2017,Sacramento,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1
2017,Sacramento,Cryptosporidiosis,19
2017,Sacramento,Cyclosporiasis,0
2017,Sacramento,Cysticercosis or Taeniasis,2
2017,Sacramento,Dengue,6
2017,Sacramento,Diphtheria,0
2017,Sacramento,Domoic Acid Poisoning,0
2017,Sacramento,E. coli O157,22
2017,Sacramento,E. coli Other STEC (non-O157),36
2017,Sacramento,Early Syphilis,454
2017,Sacramento,Ehrlichiosis,0
2017,Sacramento,Flavivirus Infection of Undetermined Species,0
2017,Sacramento,Giardiasis,9
2017,Sacramento,Gonorrhea,3344
2017,Sacramento,Hantavirus Infection,1
2017,Sacramento,Hemolytic Uremic Syndrome,1
2017,Sacramento,Hepatitis A,10
2017,Sacramento,"Hepatitis B, Acute",5
2017,Sacramento,"Hepatitis C, Acute",8
2017,Sacramento,"Hepatitis E, acute infection",1
2017,Sacramento,Invasive Meningococcal Disease,5
2017,Sacramento,Legionellosis,11
2017,Sacramento,Leprosy,0
2017,Sacramento,Leptospirosis,2
2017,Sacramento,Listeriosis,3
2017,Sacramento,Lyme Disease,1
2017,Sacramento,Malaria,12
2017,Sacramento,Measles,0
2017,Sacramento,Mumps,10
2017,Sacramento,Paralytic Shellfish Poisoning,0
2017,Sacramento,Pertussis,67
2017,Sacramento,"Plague, human",0
2017,Sacramento,Psittacosis,0
2017,Sacramento,Q Fever,2
2017,Sacramento,"Rabies, human",0
2017,Sacramento,Relapsing Fever,0
2017,Sacramento,Rubella,0
2017,Sacramento,Salmonellosis,289
2017,Sacramento,Scombroid Fish Poisoning,1
2017,Sacramento,Shiga Toxin Positive Feces (without culture confirmation),5
2017,Sacramento,Shigellosis,91
2017,Sacramento,Spotted Fever Rickettsiosis,0
2017,Sacramento,Streptococcal Infection (cases in food and dairy workers),0
2017,Sacramento,TB,56
2017,Sacramento,Tetanus,0
2017,Sacramento,Trichinosis,5
2017,Sacramento,Tularemia,1
2017,Sacramento,"Typhoid Fever, case",4
2017,Sacramento,Typhus Fever,0
2017,Sacramento,Varicella Hospitalizations,4
2017,Sacramento,Vibrio Infection (non-Cholera),4
2017,Sacramento,Yellow Fever,0
2017,Sacramento,Yersiniosis,1
2017,Sacramento,Zika Virus Infection,0
2017,San Benito,Amebiasis,1
2017,San Benito,Anaplasmosis,0
2017,San Benito,Anthrax,0
2017,San Benito,Babesiosis,0
2017,San Benito,"Botulism, Foodborne",0
2017,San Benito,"Botulism, Other",0
2017,San Benito,"Botulism, Wound",0
2017,San Benito,Brucellosis,0
2017,San Benito,Campylobacteriosis,7
2017,San Benito,Chikungunya Virus Infection,0
2017,San Benito,Chlamydia,223
2017,San Benito,Cholera,0
2017,San Benito,Ciguatera Fish Poisoning,0
2017,San Benito,Coccidioidomycosis,4
2017,San Benito,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,San Benito,Cryptosporidiosis,0
2017,San Benito,Cyclosporiasis,0
2017,San Benito,Cysticercosis or Taeniasis,0
2017,San Benito,Dengue,0
2017,San Benito,Diphtheria,0
2017,San Benito,Domoic Acid Poisoning,0
2017,San Benito,E. coli O157,2
2017,San Benito,E. coli Other STEC (non-O157),2
2017,San Benito,Early Syphilis,6
2017,San Benito,Ehrlichiosis,0
2017,San Benito,Flavivirus Infection of Undetermined Species,0
2017,San Benito,Giardiasis,2
2017,San Benito,Gonorrhea,62
2017,San Benito,Hantavirus Infection,0
2017,San Benito,Hemolytic Uremic Syndrome,0
2017,San Benito,Hepatitis A,1
2017,San Benito,"Hepatitis B, Acute",0
2017,San Benito,"Hepatitis C, Acute",0
2017,San Benito,"Hepatitis E, acute infection",0
2017,San Benito,Invasive Meningococcal Disease,0
2017,San Benito,Legionellosis,0
2017,San Benito,Leprosy,0
2017,San Benito,Leptospirosis,0
2017,San Benito,Listeriosis,0
2017,San Benito,Lyme Disease,0
2017,San Benito,Malaria,0
2017,San Benito,Measles,0
2017,San Benito,Mumps,0
2017,San Benito,Paralytic Shellfish Poisoning,0
2017,San Benito,Pertussis,3
2017,San Benito,"Plague, human",0
2017,San Benito,Psittacosis,0
2017,San Benito,Q Fever,1
2017,San Benito,"Rabies, human",0
2017,San Benito,Relapsing Fever,0
2017,San Benito,Rubella,0
2017,San Benito,Salmonellosis,2
2017,San Benito,Scombroid Fish Poisoning,0
2017,San Benito,Shiga Toxin Positive Feces (without culture confirmation),2
2017,San Benito,Shigellosis,4
2017,San Benito,Spotted Fever Rickettsiosis,0
2017,San Benito,Streptococcal Infection (cases in food and dairy workers),0
2017,San Benito,TB,0
2017,San Benito,Tetanus,0
2017,San Benito,Trichinosis,0
2017,San Benito,Tularemia,0
2017,San Benito,"Typhoid Fever, case",0
2017,San Benito,Typhus Fever,0
2017,San Benito,Varicella Hospitalizations,0
2017,San Benito,Vibrio Infection (non-Cholera),0
2017,San Benito,Yellow Fever,0
2017,San Benito,Yersiniosis,0
2017,San Benito,Zika Virus Infection,0
2017,San Bernardino,Amebiasis,3
2017,San Bernardino,Anaplasmosis,0
2017,San Bernardino,Anthrax,0
2017,San Bernardino,Babesiosis,0
2017,San Bernardino,"Botulism, Foodborne",0
2017,San Bernardino,"Botulism, Other",0
2017,San Bernardino,"Botulism, Wound",5
2017,San Bernardino,Brucellosis,2
2017,San Bernardino,Campylobacteriosis,265
2017,San Bernardino,Chikungunya Virus Infection,0
2017,San Bernardino,Chlamydia,13153
2017,San Bernardino,Cholera,0
2017,San Bernardino,Ciguatera Fish Poisoning,0
2017,San Bernardino,Coccidioidomycosis,88
2017,San Bernardino,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1
2017,San Bernardino,Cryptosporidiosis,8
2017,San Bernardino,Cyclosporiasis,2
2017,San Bernardino,Cysticercosis or Taeniasis,0
2017,San Bernardino,Dengue,3
2017,San Bernardino,Diphtheria,0
2017,San Bernardino,Domoic Acid Poisoning,0
2017,San Bernardino,E. coli O157,2
2017,San Bernardino,E. coli Other STEC (non-O157),4
2017,San Bernardino,Early Syphilis,473
2017,San Bernardino,Ehrlichiosis,1
2017,San Bernardino,Flavivirus Infection of Undetermined Species,0
2017,San Bernardino,Giardiasis,52
2017,San Bernardino,Gonorrhea,3993
2017,San Bernardino,Hantavirus Infection,0
2017,San Bernardino,Hemolytic Uremic Syndrome,2
2017,San Bernardino,Hepatitis A,12
2017,San Bernardino,"Hepatitis B, Acute",9
2017,San Bernardino,"Hepatitis C, Acute",0
2017,San Bernardino,"Hepatitis E, acute infection",3
2017,San Bernardino,Invasive Meningococcal Disease,2
2017,San Bernardino,Legionellosis,30
2017,San Bernardino,Leprosy,0
2017,San Bernardino,Leptospirosis,0
2017,San Bernardino,Listeriosis,3
2017,San Bernardino,Lyme Disease,0
2017,San Bernardino,Malaria,5
2017,San Bernardino,Measles,0
2017,San Bernardino,Mumps,2
2017,San Bernardino,Paralytic Shellfish Poisoning,0
2017,San Bernardino,Pertussis,44
2017,San Bernardino,"Plague, human",0
2017,San Bernardino,Psittacosis,0
2017,San Bernardino,Q Fever,3
2017,San Bernardino,"Rabies, human",0
2017,San Bernardino,Relapsing Fever,0
2017,San Bernardino,Rubella,0
2017,San Bernardino,Salmonellosis,231
2017,San Bernardino,Scombroid Fish Poisoning,0
2017,San Bernardino,Shiga Toxin Positive Feces (without culture confirmation),4
2017,San Bernardino,Shigellosis,72
2017,San Bernardino,Spotted Fever Rickettsiosis,1
2017,San Bernardino,Streptococcal Infection (cases in food and dairy workers),5
2017,San Bernardino,TB,55
2017,San Bernardino,Tetanus,0
2017,San Bernardino,Trichinosis,0
2017,San Bernardino,Tularemia,0
2017,San Bernardino,"Typhoid Fever, case",2
2017,San Bernardino,Typhus Fever,0
2017,San Bernardino,Varicella Hospitalizations,1
2017,San Bernardino,Vibrio Infection (non-Cholera),5
2017,San Bernardino,Yellow Fever,0
2017,San Bernardino,Yersiniosis,2
2017,San Bernardino,Zika Virus Infection,7
2017,San Diego,Amebiasis,10
2017,San Diego,Anaplasmosis,0
2017,San Diego,Anthrax,0
2017,San Diego,Babesiosis,1
2017,San Diego,"Botulism, Foodborne",0
2017,San Diego,"Botulism, Other",1
2017,San Diego,"Botulism, Wound",4
2017,San Diego,Brucellosis,4
2017,San Diego,Campylobacteriosis,884
2017,San Diego,Chikungunya Virus Infection,3
2017,San Diego,Chlamydia,20810
2017,San Diego,Cholera,0
2017,San Diego,Ciguatera Fish Poisoning,0
2017,San Diego,Coccidioidomycosis,274
2017,San Diego,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,7
2017,San Diego,Cryptosporidiosis,55
2017,San Diego,Cyclosporiasis,5
2017,San Diego,Cysticercosis or Taeniasis,1
2017,San Diego,Dengue,9
2017,San Diego,Diphtheria,0
2017,San Diego,Domoic Acid Poisoning,0
2017,San Diego,E. coli O157,257
2017,San Diego,E. coli Other STEC (non-O157),40
2017,San Diego,Early Syphilis,1133
2017,San Diego,Ehrlichiosis,0
2017,San Diego,Flavivirus Infection of Undetermined Species,0
2017,San Diego,Giardiasis,321
2017,San Diego,Gonorrhea,5951
2017,San Diego,Hantavirus Infection,0
2017,San Diego,Hemolytic Uremic Syndrome,19
2017,San Diego,Hepatitis A,584
2017,San Diego,"Hepatitis B, Acute",12
2017,San Diego,"Hepatitis C, Acute",4
2017,San Diego,"Hepatitis E, acute infection",2
2017,San Diego,Invasive Meningococcal Disease,1
2017,San Diego,Legionellosis,63
2017,San Diego,Leprosy,0
2017,San Diego,Leptospirosis,1
2017,San Diego,Listeriosis,17
2017,San Diego,Lyme Disease,18
2017,San Diego,Malaria,7
2017,San Diego,Measles,2
2017,San Diego,Mumps,15
2017,San Diego,Paralytic Shellfish Poisoning,0
2017,San Diego,Pertussis,1163
2017,San Diego,"Plague, human",0
2017,San Diego,Psittacosis,2
2017,San Diego,Q Fever,2
2017,San Diego,"Rabies, human",0
2017,San Diego,Relapsing Fever,0
2017,San Diego,Rubella,0
2017,San Diego,Salmonellosis,569
2017,San Diego,Scombroid Fish Poisoning,6
2017,San Diego,Shiga Toxin Positive Feces (without culture confirmation),15
2017,San Diego,Shigellosis,334
2017,San Diego,Spotted Fever Rickettsiosis,3
2017,San Diego,Streptococcal Infection (cases in food and dairy workers),0
2017,San Diego,TB,237
2017,San Diego,Tetanus,0
2017,San Diego,Trichinosis,0
2017,San Diego,Tularemia,0
2017,San Diego,"Typhoid Fever, case",2
2017,San Diego,Typhus Fever,2
2017,San Diego,Varicella Hospitalizations,1
2017,San Diego,Vibrio Infection (non-Cholera),50
2017,San Diego,Yellow Fever,0
2017,San Diego,Yersiniosis,61
2017,San Diego,Zika Virus Infection,22
2017,San Francisco,Amebiasis,0
2017,San Francisco,Anaplasmosis,0
2017,San Francisco,Anthrax,0
2017,San Francisco,Babesiosis,1
2017,San Francisco,"Botulism, Foodborne",0
2017,San Francisco,"Botulism, Other",0
2017,San Francisco,"Botulism, Wound",0
2017,San Francisco,Brucellosis,0
2017,San Francisco,Campylobacteriosis,422
2017,San Francisco,Chikungunya Virus Infection,0
2017,San Francisco,Chlamydia,9140
2017,San Francisco,Cholera,0
2017,San Francisco,Ciguatera Fish Poisoning,0
2017,San Francisco,Coccidioidomycosis,14
2017,San Francisco,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,San Francisco,Cryptosporidiosis,25
2017,San Francisco,Cyclosporiasis,3
2017,San Francisco,Cysticercosis or Taeniasis,1
2017,San Francisco,Dengue,2
2017,San Francisco,Diphtheria,0
2017,San Francisco,Domoic Acid Poisoning,0
2017,San Francisco,E. coli O157,22
2017,San Francisco,E. coli Other STEC (non-O157),31
2017,San Francisco,Early Syphilis,1422
2017,San Francisco,Ehrlichiosis,0
2017,San Francisco,Flavivirus Infection of Undetermined Species,0
2017,San Francisco,Giardiasis,244
2017,San Francisco,Gonorrhea,5779
2017,San Francisco,Hantavirus Infection,0
2017,San Francisco,Hemolytic Uremic Syndrome,1
2017,San Francisco,Hepatitis A,20
2017,San Francisco,"Hepatitis B, Acute",1
2017,San Francisco,"Hepatitis C, Acute",10
2017,San Francisco,"Hepatitis E, acute infection",5
2017,San Francisco,Invasive Meningococcal Disease,1
2017,San Francisco,Legionellosis,7
2017,San Francisco,Leprosy,0
2017,San Francisco,Leptospirosis,1
2017,San Francisco,Listeriosis,5
2017,San Francisco,Lyme Disease,20
2017,San Francisco,Malaria,6
2017,San Francisco,Measles,0
2017,San Francisco,Mumps,11
2017,San Francisco,Paralytic Shellfish Poisoning,0
2017,San Francisco,Pertussis,35
2017,San Francisco,"Plague, human",0
2017,San Francisco,Psittacosis,0
2017,San Francisco,Q Fever,0
2017,San Francisco,"Rabies, human",0
2017,San Francisco,Relapsing Fever,0
2017,San Francisco,Rubella,0
2017,San Francisco,Salmonellosis,163
2017,San Francisco,Scombroid Fish Poisoning,2
2017,San Francisco,Shiga Toxin Positive Feces (without culture confirmation),5
2017,San Francisco,Shigellosis,183
2017,San Francisco,Spotted Fever Rickettsiosis,1
2017,San Francisco,Streptococcal Infection (cases in food and dairy workers),0
2017,San Francisco,TB,107
2017,San Francisco,Tetanus,0
2017,San Francisco,Trichinosis,0
2017,San Francisco,Tularemia,0
2017,San Francisco,"Typhoid Fever, case",3
2017,San Francisco,Typhus Fever,0
2017,San Francisco,Varicella Hospitalizations,3
2017,San Francisco,Vibrio Infection (non-Cholera),16
2017,San Francisco,Yellow Fever,0
2017,San Francisco,Yersiniosis,10
2017,San Francisco,Zika Virus Infection,9
2017,San Joaquin,Amebiasis,0
2017,San Joaquin,Anaplasmosis,0
2017,San Joaquin,Anthrax,0
2017,San Joaquin,Babesiosis,0
2017,San Joaquin,"Botulism, Foodborne",4
2017,San Joaquin,"Botulism, Other",0
2017,San Joaquin,"Botulism, Wound",1
2017,San Joaquin,Brucellosis,0
2017,San Joaquin,Campylobacteriosis,259
2017,San Joaquin,Chikungunya Virus Infection,1
2017,San Joaquin,Chlamydia,3995
2017,San Joaquin,Cholera,0
2017,San Joaquin,Ciguatera Fish Poisoning,0
2017,San Joaquin,Coccidioidomycosis,201
2017,San Joaquin,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,San Joaquin,Cryptosporidiosis,32
2017,San Joaquin,Cyclosporiasis,0
2017,San Joaquin,Cysticercosis or Taeniasis,0
2017,San Joaquin,Dengue,2
2017,San Joaquin,Diphtheria,0
2017,San Joaquin,Domoic Acid Poisoning,0
2017,San Joaquin,E. coli O157,8
2017,San Joaquin,E. coli Other STEC (non-O157),20
2017,San Joaquin,Early Syphilis,687
2017,San Joaquin,Ehrlichiosis,0
2017,San Joaquin,Flavivirus Infection of Undetermined Species,0
2017,San Joaquin,Giardiasis,41
2017,San Joaquin,Gonorrhea,1367
2017,San Joaquin,Hantavirus Infection,0
2017,San Joaquin,Hemolytic Uremic Syndrome,0
2017,San Joaquin,Hepatitis A,1
2017,San Joaquin,"Hepatitis B, Acute",5
2017,San Joaquin,"Hepatitis C, Acute",0
2017,San Joaquin,"Hepatitis E, acute infection",0
2017,San Joaquin,Invasive Meningococcal Disease,0
2017,San Joaquin,Legionellosis,7
2017,San Joaquin,Leprosy,0
2017,San Joaquin,Leptospirosis,0
2017,San Joaquin,Listeriosis,2
2017,San Joaquin,Lyme Disease,0
2017,San Joaquin,Malaria,5
2017,San Joaquin,Measles,0
2017,San Joaquin,Mumps,4
2017,San Joaquin,Paralytic Shellfish Poisoning,0
2017,San Joaquin,Pertussis,9
2017,San Joaquin,"Plague, human",0
2017,San Joaquin,Psittacosis,0
2017,San Joaquin,Q Fever,1
2017,San Joaquin,"Rabies, human",0
2017,San Joaquin,Relapsing Fever,0
2017,San Joaquin,Rubella,0
2017,San Joaquin,Salmonellosis,111
2017,San Joaquin,Scombroid Fish Poisoning,0
2017,San Joaquin,Shiga Toxin Positive Feces (without culture confirmation),4
2017,San Joaquin,Shigellosis,39
2017,San Joaquin,Spotted Fever Rickettsiosis,0
2017,San Joaquin,Streptococcal Infection (cases in food and dairy workers),0
2017,San Joaquin,TB,53
2017,San Joaquin,Tetanus,0
2017,San Joaquin,Trichinosis,0
2017,San Joaquin,Tularemia,0
2017,San Joaquin,"Typhoid Fever, case",4
2017,San Joaquin,Typhus Fever,0
2017,San Joaquin,Varicella Hospitalizations,1
2017,San Joaquin,Vibrio Infection (non-Cholera),3
2017,San Joaquin,Yellow Fever,0
2017,San Joaquin,Yersiniosis,1
2017,San Joaquin,Zika Virus Infection,1
2017,San Luis Obispo,Amebiasis,0
2017,San Luis Obispo,Anaplasmosis,0
2017,San Luis Obispo,Anthrax,0
2017,San Luis Obispo,Babesiosis,0
2017,San Luis Obispo,"Botulism, Foodborne",0
2017,San Luis Obispo,"Botulism, Other",0
2017,San Luis Obispo,"Botulism, Wound",0
2017,San Luis Obispo,Brucellosis,0
2017,San Luis Obispo,Campylobacteriosis,70
2017,San Luis Obispo,Chikungunya Virus Infection,0
2017,San Luis Obispo,Chlamydia,1258
2017,San Luis Obispo,Cholera,0
2017,San Luis Obispo,Ciguatera Fish Poisoning,0
2017,San Luis Obispo,Coccidioidomycosis,434
2017,San Luis Obispo,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
2017,San Luis Obispo,Cryptosporidiosis,9
2017,San Luis Obispo,Cyclosporiasis,0
2017,San Luis Obispo,Cysticercosis or Taeniasis,0
2017,San Luis Obispo,Dengue,1
2017,San Luis Obispo,Diphtheria,0
2017,San Luis Obispo,Domoic Acid Poisoning,0
2017,San Luis Obispo,E. coli O157,5
2017,San Luis Obispo,E. coli Other STEC (non-O157),11
2017,San Luis Obispo,Early Syphilis,24
2017,San Luis Obispo,Ehrlichiosis,0
2017,San Luis Obispo,Flavivirus Infection of Undetermined Species,0
2017,San Luis Obispo,Giardiasis,9
2017,San Luis Obispo,Gonorrhea,182
2017,San Luis Obispo,Hantavirus Infection,0
