County,Year,Sex,Disease,Cases
Lassen,2017,Total,"Botulism, Other",0
Lassen,2017,Total,"Botulism, Wound",0
Lassen,2017,Total,Brucellosis,0
Lassen,2017,Total,Campylobacteriosis,1
Lassen,2017,Total,Chikungunya Virus Infection,0
Lassen,2017,Total,Cholera,0
Lassen,2017,Total,Ciguatera Fish Poisoning,0
Lassen,2017,Total,Coccidioidomycosis,0
Lassen,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Lassen,2017,Total,Cryptosporidiosis,0
Lassen,2017,Total,Cyclosporiasis,0
Lassen,2017,Total,Cysticercosis or Taeniasis,0
Lassen,2017,Total,Dengue,0
Lassen,2017,Total,Domoic Acid Poisoning,0
Lassen,2017,Total,E. coli O157,0
Lassen,2017,Total,E. coli Other STEC (non-O157),0
Lassen,2017,Total,Ehrlichiosis,0
Lassen,2017,Total,Flavivirus Infection of Undetermined Species,0
Lassen,2017,Total,Giardiasis,1
Lassen,2017,Total,Hantavirus Infection,0
Lassen,2017,Total,Hemolytic Uremic Syndrome,0
Lassen,2017,Total,"Hepatitis E, acute infection",0
Lassen,2017,Total,Legionellosis,0
Lassen,2017,Total,Leprosy,0
Lassen,2017,Total,Leptospirosis,0
Lassen,2017,Total,Listeriosis,0
Lassen,2017,Total,Lyme Disease,0
Lassen,2017,Total,Malaria,0
Lassen,2017,Total,Paralytic Shellfish Poisoning,0
Lassen,2017,Total,"Plague, human",0
Lassen,2017,Total,Psittacosis,0
Lassen,2017,Total,Q Fever,0
Lassen,2017,Total,"Rabies, human",0
Lassen,2017,Total,Relapsing Fever,0
Lassen,2017,Total,Salmonellosis,4
Lassen,2017,Total,Scombroid Fish Poisoning,0
Lassen,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Lassen,2017,Total,Shigellosis,0
Lassen,2017,Total,Spotted Fever Rickettsiosis,0
Lassen,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Lassen,2017,Total,Trichinosis,0
Lassen,2017,Total,Tularemia,0
Lassen,2017,Total,"Typhoid Fever, case",0
Lassen,2017,Total,Typhus Fever,0
Lassen,2017,Total,Vibrio Infection (non-Cholera),0
Lassen,2017,Total,Yellow Fever,0
Lassen,2017,Total,Yersiniosis,0
Lassen,2017,Total,Zika Virus Infection,0
Los Angeles,2017,Total,Amebiasis,72
Los Angeles,2017,Total,Anaplasmosis,0
Los Angeles,2017,Total,Anthrax,0
Los Angeles,2017,Total,Babesiosis,0
Los Angeles,2017,Total,"Botulism, Foodborne",0
Los Angeles,2017,Total,"Botulism, Other",1
Los Angeles,2017,Total,"Botulism, Wound",1
Los Angeles,2017,Total,Brucellosis,9
Los Angeles,2017,Total,Campylobacteriosis,1862
Los Angeles,2017,Total,Chikungunya Virus Infection,11
Los Angeles,2017,Total,Cholera,0
Los Angeles,2017,Total,Ciguatera Fish Poisoning,2
Los Angeles,2017,Total,Coccidioidomycosis,932
Los Angeles,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,9
Los Angeles,2017,Total,Cryptosporidiosis,168
Los Angeles,2017,Total,Cyclosporiasis,16
Los Angeles,2017,Total,Cysticercosis or Taeniasis,8
Los Angeles,2017,Total,Dengue,20
Los Angeles,2017,Total,Domoic Acid Poisoning,0
Los Angeles,2017,Total,E. coli O157,22
Los Angeles,2017,Total,E. coli Other STEC (non-O157),108
Los Angeles,2017,Total,Ehrlichiosis,0
Los Angeles,2017,Total,Flavivirus Infection of Undetermined Species,0
Los Angeles,2017,Total,Giardiasis,440
Los Angeles,2017,Total,Hantavirus Infection,1
Los Angeles,2017,Total,Hemolytic Uremic Syndrome,2
Los Angeles,2017,Total,"Hepatitis E, acute infection",3
Los Angeles,2017,Total,Legionellosis,185
Los Angeles,2017,Total,Leprosy,1
Los Angeles,2017,Total,Leptospirosis,1
Los Angeles,2017,Total,Listeriosis,33
Los Angeles,2017,Total,Lyme Disease,3
Los Angeles,2017,Total,Malaria,35
Los Angeles,2017,Total,Paralytic Shellfish Poisoning,0
Los Angeles,2017,Total,"Plague, human",0
Los Angeles,2017,Total,Psittacosis,0
Los Angeles,2017,Total,Q Fever,3
Los Angeles,2017,Total,"Rabies, human",0
Los Angeles,2017,Total,Relapsing Fever,0
Los Angeles,2017,Total,Salmonellosis,1154
Los Angeles,2017,Total,Scombroid Fish Poisoning,5
Los Angeles,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),50
Los Angeles,2017,Total,Shigellosis,771
Los Angeles,2017,Total,Spotted Fever Rickettsiosis,4
Los Angeles,2017,Total,Streptococcal Infection (cases in food and dairy workers),5
Los Angeles,2017,Total,Trichinosis,0
Los Angeles,2017,Total,Tularemia,0
Los Angeles,2017,Total,"Typhoid Fever, case",9
Los Angeles,2017,Total,Typhus Fever,83
Los Angeles,2017,Total,Vibrio Infection (non-Cholera),59
Los Angeles,2017,Total,Yellow Fever,0
Los Angeles,2017,Total,Yersiniosis,70
Los Angeles,2017,Total,Zika Virus Infection,24
Madera,2017,Total,Amebiasis,0
Madera,2017,Total,Anaplasmosis,0
Madera,2017,Total,Anthrax,0
Madera,2017,Total,Babesiosis,0
Madera,2017,Total,"Botulism, Foodborne",0
Madera,2017,Total,"Botulism, Other",0
Madera,2017,Total,"Botulism, Wound",0
Madera,2017,Total,Brucellosis,0
Madera,2017,Total,Campylobacteriosis,50
Madera,2017,Total,Chikungunya Virus Infection,0
Madera,2017,Total,Cholera,0
Madera,2017,Total,Ciguatera Fish Poisoning,0
Madera,2017,Total,Coccidioidomycosis,65
Madera,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Madera,2017,Total,Cryptosporidiosis,2
Madera,2017,Total,Cyclosporiasis,0
Madera,2017,Total,Cysticercosis or Taeniasis,0
Madera,2017,Total,Dengue,0
Madera,2017,Total,Domoic Acid Poisoning,0
Madera,2017,Total,E. coli O157,2
Madera,2017,Total,E. coli Other STEC (non-O157),1
Madera,2017,Total,Ehrlichiosis,0
Madera,2017,Total,Flavivirus Infection of Undetermined Species,0
Madera,2017,Total,Giardiasis,8
Madera,2017,Total,Hantavirus Infection,0
Madera,2017,Total,Hemolytic Uremic Syndrome,0
Madera,2017,Total,"Hepatitis E, acute infection",1
Madera,2017,Total,Legionellosis,2
Madera,2017,Total,Leprosy,0
Madera,2017,Total,Leptospirosis,0
Madera,2017,Total,Listeriosis,0
Madera,2017,Total,Lyme Disease,0
Madera,2017,Total,Malaria,0
Madera,2017,Total,Paralytic Shellfish Poisoning,0
Madera,2017,Total,"Plague, human",0
Madera,2017,Total,Psittacosis,0
Madera,2017,Total,Q Fever,1
Madera,2017,Total,"Rabies, human",0
Madera,2017,Total,Relapsing Fever,0
Madera,2017,Total,Salmonellosis,38
Madera,2017,Total,Scombroid Fish Poisoning,0
Madera,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),2
Madera,2017,Total,Shigellosis,5
Madera,2017,Total,Spotted Fever Rickettsiosis,0
Madera,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Madera,2017,Total,Trichinosis,0
Madera,2017,Total,Tularemia,0
Madera,2017,Total,"Typhoid Fever, case",2
Madera,2017,Total,Typhus Fever,0
Madera,2017,Total,Vibrio Infection (non-Cholera),0
Madera,2017,Total,Yellow Fever,0
Madera,2017,Total,Yersiniosis,0
Madera,2017,Total,Zika Virus Infection,0
Marin,2017,Total,Amebiasis,7
Marin,2017,Total,Anaplasmosis,2
Marin,2017,Total,Anthrax,0
Marin,2017,Total,Babesiosis,0
Marin,2017,Total,"Botulism, Foodborne",0
Marin,2017,Total,"Botulism, Other",0
Marin,2017,Total,"Botulism, Wound",0
Marin,2017,Total,Brucellosis,0
Marin,2017,Total,Campylobacteriosis,134
Marin,2017,Total,Chikungunya Virus Infection,0
Marin,2017,Total,Cholera,0
Marin,2017,Total,Ciguatera Fish Poisoning,0
Marin,2017,Total,Coccidioidomycosis,4
Marin,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Marin,2017,Total,Cryptosporidiosis,39
Marin,2017,Total,Cyclosporiasis,0
Marin,2017,Total,Cysticercosis or Taeniasis,0
Marin,2017,Total,Dengue,2
Marin,2017,Total,Domoic Acid Poisoning,0
Marin,2017,Total,E. coli O157,9
Marin,2017,Total,E. coli Other STEC (non-O157),15
Marin,2017,Total,Ehrlichiosis,0
Marin,2017,Total,Flavivirus Infection of Undetermined Species,0
Marin,2017,Total,Giardiasis,47
Marin,2017,Total,Hantavirus Infection,0
Marin,2017,Total,Hemolytic Uremic Syndrome,0
Marin,2017,Total,"Hepatitis E, acute infection",1
Marin,2017,Total,Legionellosis,1
Marin,2017,Total,Leprosy,0
Marin,2017,Total,Leptospirosis,0
Marin,2017,Total,Listeriosis,0
Marin,2017,Total,Lyme Disease,0
Marin,2017,Total,Malaria,0
Marin,2017,Total,Paralytic Shellfish Poisoning,0
Marin,2017,Total,"Plague, human",0
Marin,2017,Total,Psittacosis,0
Marin,2017,Total,Q Fever,0
Marin,2017,Total,"Rabies, human",0
Marin,2017,Total,Relapsing Fever,0
Marin,2017,Total,Salmonellosis,39
Marin,2017,Total,Scombroid Fish Poisoning,0
Marin,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),10
Marin,2017,Total,Shigellosis,31
Marin,2017,Total,Spotted Fever Rickettsiosis,0
Marin,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Marin,2017,Total,Trichinosis,0
Marin,2017,Total,Tularemia,0
Marin,2017,Total,"Typhoid Fever, case",1
Marin,2017,Total,Typhus Fever,0
Marin,2017,Total,Vibrio Infection (non-Cholera),10
Marin,2017,Total,Yellow Fever,0
Marin,2017,Total,Yersiniosis,3
Marin,2017,Total,Zika Virus Infection,1
Mariposa,2017,Total,Amebiasis,0
Mariposa,2017,Total,Anaplasmosis,0
Mariposa,2017,Total,Anthrax,0
Mariposa,2017,Total,Babesiosis,0
Mariposa,2017,Total,"Botulism, Foodborne",0
Mariposa,2017,Total,"Botulism, Other",0
Mariposa,2017,Total,"Botulism, Wound",0
Mariposa,2017,Total,Brucellosis,0
Mariposa,2017,Total,Campylobacteriosis,1
Mariposa,2017,Total,Chikungunya Virus Infection,0
Mariposa,2017,Total,Cholera,0
Mariposa,2017,Total,Ciguatera Fish Poisoning,0
Mariposa,2017,Total,Coccidioidomycosis,3
Mariposa,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Mariposa,2017,Total,Cryptosporidiosis,0
Mariposa,2017,Total,Cyclosporiasis,0
Mariposa,2017,Total,Cysticercosis or Taeniasis,0
Mariposa,2017,Total,Dengue,0
Mariposa,2017,Total,Domoic Acid Poisoning,0
Mariposa,2017,Total,E. coli O157,1
Mariposa,2017,Total,E. coli Other STEC (non-O157),0
Mariposa,2017,Total,Ehrlichiosis,0
Mariposa,2017,Total,Flavivirus Infection of Undetermined Species,0
Mariposa,2017,Total,Giardiasis,2
Mariposa,2017,Total,Hantavirus Infection,0
Mariposa,2017,Total,Hemolytic Uremic Syndrome,0
Mariposa,2017,Total,"Hepatitis E, acute infection",0
Mariposa,2017,Total,Legionellosis,0
Mariposa,2017,Total,Leprosy,0
Mariposa,2017,Total,Leptospirosis,0
Mariposa,2017,Total,Listeriosis,0
Mariposa,2017,Total,Lyme Disease,0
Mariposa,2017,Total,Malaria,0
Mariposa,2017,Total,Paralytic Shellfish Poisoning,0
Mariposa,2017,Total,"Plague, human",0
Mariposa,2017,Total,Psittacosis,0
Mariposa,2017,Total,Q Fever,0
Mariposa,2017,Total,"Rabies, human",0
Mariposa,2017,Total,Relapsing Fever,0
Mariposa,2017,Total,Salmonellosis,1
Mariposa,2017,Total,Scombroid Fish Poisoning,0
Mariposa,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Mariposa,2017,Total,Shigellosis,0
Mariposa,2017,Total,Spotted Fever Rickettsiosis,0
Mariposa,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Mariposa,2017,Total,Trichinosis,0
Mariposa,2017,Total,Tularemia,0
Mariposa,2017,Total,"Typhoid Fever, case",0
Mariposa,2017,Total,Typhus Fever,0
Mariposa,2017,Total,Vibrio Infection (non-Cholera),0
Mariposa,2017,Total,Yellow Fever,0
Mariposa,2017,Total,Yersiniosis,0
Mariposa,2017,Total,Zika Virus Infection,0
Mendocino,2017,Total,Amebiasis,3
Mendocino,2017,Total,Anaplasmosis,0
Mendocino,2017,Total,Anthrax,0
Mendocino,2017,Total,Babesiosis,0
Mendocino,2017,Total,"Botulism, Foodborne",0
Mendocino,2017,Total,"Botulism, Other",0
Mendocino,2017,Total,"Botulism, Wound",1
Mendocino,2017,Total,Brucellosis,0
Mendocino,2017,Total,Campylobacteriosis,32
Mendocino,2017,Total,Chikungunya Virus Infection,0
Mendocino,2017,Total,Cholera,0
Mendocino,2017,Total,Ciguatera Fish Poisoning,0
Mendocino,2017,Total,Coccidioidomycosis,1
Mendocino,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Mendocino,2017,Total,Cryptosporidiosis,1
Mendocino,2017,Total,Cyclosporiasis,0
Mendocino,2017,Total,Cysticercosis or Taeniasis,0
Mendocino,2017,Total,Dengue,0
Mendocino,2017,Total,Domoic Acid Poisoning,0
Mendocino,2017,Total,E. coli O157,2
Mendocino,2017,Total,E. coli Other STEC (non-O157),1
Mendocino,2017,Total,Ehrlichiosis,0
Mendocino,2017,Total,Flavivirus Infection of Undetermined Species,0
Mendocino,2017,Total,Giardiasis,14
Mendocino,2017,Total,Hantavirus Infection,0
Mendocino,2017,Total,Hemolytic Uremic Syndrome,0
Mendocino,2017,Total,"Hepatitis E, acute infection",0
Mendocino,2017,Total,Legionellosis,2
Mendocino,2017,Total,Leprosy,0
Mendocino,2017,Total,Leptospirosis,0
Mendocino,2017,Total,Listeriosis,0
Mendocino,2017,Total,Lyme Disease,2
Mendocino,2017,Total,Malaria,1
Mendocino,2017,Total,Paralytic Shellfish Poisoning,0
Mendocino,2017,Total,"Plague, human",0
Mendocino,2017,Total,Psittacosis,0
Mendocino,2017,Total,Q Fever,0
Mendocino,2017,Total,"Rabies, human",0
Mendocino,2017,Total,Relapsing Fever,0
Mendocino,2017,Total,Salmonellosis,8
Mendocino,2017,Total,Scombroid Fish Poisoning,0
Mendocino,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),1
Mendocino,2017,Total,Shigellosis,1
Mendocino,2017,Total,Spotted Fever Rickettsiosis,0
Mendocino,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Mendocino,2017,Total,Trichinosis,0
Mendocino,2017,Total,Tularemia,0
Mendocino,2017,Total,"Typhoid Fever, case",0
Mendocino,2017,Total,Typhus Fever,0
Mendocino,2017,Total,Vibrio Infection (non-Cholera),0
Mendocino,2017,Total,Yellow Fever,0
Mendocino,2017,Total,Yersiniosis,1
Mendocino,2017,Total,Zika Virus Infection,1
Merced,2017,Total,Amebiasis,3
Merced,2017,Total,Anaplasmosis,0
Merced,2017,Total,Anthrax,0
Merced,2017,Total,Babesiosis,0
Merced,2017,Total,"Botulism, Foodborne",0
Merced,2017,Total,"Botulism, Other",0
Merced,2017,Total,"Botulism, Wound",0
Merced,2017,Total,Brucellosis,0
Merced,2017,Total,Campylobacteriosis,54
Merced,2017,Total,Chikungunya Virus Infection,0
Merced,2017,Total,Cholera,0
Merced,2017,Total,Ciguatera Fish Poisoning,0
Merced,2017,Total,Coccidioidomycosis,104
Merced,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Merced,2017,Total,Cryptosporidiosis,0
Merced,2017,Total,Cyclosporiasis,0
Merced,2017,Total,Cysticercosis or Taeniasis,0
Merced,2017,Total,Dengue,0
Merced,2017,Total,Domoic Acid Poisoning,0
Merced,2017,Total,E. coli O157,2
Merced,2017,Total,E. coli Other STEC (non-O157),1
Merced,2017,Total,Ehrlichiosis,0
Merced,2017,Total,Flavivirus Infection of Undetermined Species,0
Merced,2017,Total,Giardiasis,6
Merced,2017,Total,Hantavirus Infection,0
Merced,2017,Total,Hemolytic Uremic Syndrome,0
Merced,2017,Total,"Hepatitis E, acute infection",0
Merced,2017,Total,Legionellosis,0
Merced,2017,Total,Leprosy,0
Merced,2017,Total,Leptospirosis,0
Merced,2017,Total,Listeriosis,0
Merced,2017,Total,Lyme Disease,0
Merced,2017,Total,Malaria,0
Merced,2017,Total,Paralytic Shellfish Poisoning,0
Merced,2017,Total,"Plague, human",0
Merced,2017,Total,Psittacosis,0
Merced,2017,Total,Q Fever,0
Merced,2017,Total,"Rabies, human",0
Merced,2017,Total,Relapsing Fever,0
Merced,2017,Total,Salmonellosis,19
Merced,2017,Total,Scombroid Fish Poisoning,0
Merced,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),3
Merced,2017,Total,Shigellosis,7
Merced,2017,Total,Spotted Fever Rickettsiosis,0
Merced,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Merced,2017,Total,Trichinosis,0
Merced,2017,Total,Tularemia,0
Merced,2017,Total,"Typhoid Fever, case",0
Merced,2017,Total,Typhus Fever,0
Merced,2017,Total,Vibrio Infection (non-Cholera),0
Merced,2017,Total,Yellow Fever,0
Merced,2017,Total,Yersiniosis,0
Merced,2017,Total,Zika Virus Infection,1
Modoc,2017,Total,Amebiasis,0
Modoc,2017,Total,Anaplasmosis,0
Modoc,2017,Total,Anthrax,0
Modoc,2017,Total,Babesiosis,0
Modoc,2017,Total,"Botulism, Foodborne",0
Modoc,2017,Total,"Botulism, Other",0
Modoc,2017,Total,"Botulism, Wound",0
Modoc,2017,Total,Brucellosis,0
Modoc,2017,Total,Campylobacteriosis,1
Modoc,2017,Total,Chikungunya Virus Infection,0
Modoc,2017,Total,Cholera,0
Modoc,2017,Total,Ciguatera Fish Poisoning,0
Modoc,2017,Total,Coccidioidomycosis,0
Modoc,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Modoc,2017,Total,Cryptosporidiosis,0
Modoc,2017,Total,Cyclosporiasis,0
Modoc,2017,Total,Cysticercosis or Taeniasis,0
Modoc,2017,Total,Dengue,0
Modoc,2017,Total,Domoic Acid Poisoning,0
Modoc,2017,Total,E. coli O157,0
Modoc,2017,Total,E. coli Other STEC (non-O157),0
Modoc,2017,Total,Ehrlichiosis,0
Modoc,2017,Total,Flavivirus Infection of Undetermined Species,0
Modoc,2017,Total,Giardiasis,0
Modoc,2017,Total,Hantavirus Infection,0
Modoc,2017,Total,Hemolytic Uremic Syndrome,0
Modoc,2017,Total,"Hepatitis E, acute infection",0
Modoc,2017,Total,Legionellosis,0
Modoc,2017,Total,Leprosy,0
Modoc,2017,Total,Leptospirosis,0
Modoc,2017,Total,Listeriosis,0
Modoc,2017,Total,Lyme Disease,0
Modoc,2017,Total,Malaria,0
Modoc,2017,Total,Paralytic Shellfish Poisoning,0
Modoc,2017,Total,"Plague, human",0
Modoc,2017,Total,Psittacosis,0
Modoc,2017,Total,Q Fever,0
Modoc,2017,Total,"Rabies, human",0
Modoc,2017,Total,Relapsing Fever,0
Modoc,2017,Total,Salmonellosis,0
Modoc,2017,Total,Scombroid Fish Poisoning,0
Modoc,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Modoc,2017,Total,Shigellosis,0
Modoc,2017,Total,Spotted Fever Rickettsiosis,0
Modoc,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Modoc,2017,Total,Trichinosis,0
Modoc,2017,Total,Tularemia,0
Modoc,2017,Total,"Typhoid Fever, case",0
Modoc,2017,Total,Typhus Fever,0
Modoc,2017,Total,Vibrio Infection (non-Cholera),0
Modoc,2017,Total,Yellow Fever,0
Modoc,2017,Total,Yersiniosis,0
Modoc,2017,Total,Zika Virus Infection,0
Mono,2017,Total,Amebiasis,0
Mono,2017,Total,Anaplasmosis,0
Mono,2017,Total,Anthrax,0
Mono,2017,Total,Babesiosis,0
Mono,2017,Total,"Botulism, Foodborne",0
Mono,2017,Total,"Botulism, Other",0
Mono,2017,Total,"Botulism, Wound",0
Mono,2017,Total,Brucellosis,0
Mono,2017,Total,Campylobacteriosis,5
Mono,2017,Total,Chikungunya Virus Infection,0
Mono,2017,Total,Cholera,0
Mono,2017,Total,Ciguatera Fish Poisoning,0
Mono,2017,Total,Coccidioidomycosis,0
Mono,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Mono,2017,Total,Cryptosporidiosis,1
Mono,2017,Total,Cyclosporiasis,0
Mono,2017,Total,Cysticercosis or Taeniasis,0
Mono,2017,Total,Dengue,0
Mono,2017,Total,Domoic Acid Poisoning,0
Mono,2017,Total,E. coli O157,0
Mono,2017,Total,E. coli Other STEC (non-O157),0
Mono,2017,Total,Ehrlichiosis,0
Mono,2017,Total,Flavivirus Infection of Undetermined Species,0
Mono,2017,Total,Giardiasis,4
Mono,2017,Total,Hantavirus Infection,1
Mono,2017,Total,Hemolytic Uremic Syndrome,0
Mono,2017,Total,"Hepatitis E, acute infection",0
Mono,2017,Total,Legionellosis,0
Mono,2017,Total,Leprosy,0
Mono,2017,Total,Leptospirosis,0
Mono,2017,Total,Listeriosis,0
Mono,2017,Total,Lyme Disease,0
Mono,2017,Total,Malaria,0
Mono,2017,Total,Paralytic Shellfish Poisoning,0
Mono,2017,Total,"Plague, human",0
Mono,2017,Total,Psittacosis,0
Mono,2017,Total,Q Fever,0
Mono,2017,Total,"Rabies, human",0
Mono,2017,Total,Relapsing Fever,0
Mono,2017,Total,Salmonellosis,1
Mono,2017,Total,Scombroid Fish Poisoning,0
Mono,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Mono,2017,Total,Shigellosis,0
Mono,2017,Total,Spotted Fever Rickettsiosis,0
Mono,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Mono,2017,Total,Trichinosis,0
Mono,2017,Total,Tularemia,0
Mono,2017,Total,"Typhoid Fever, case",0
Mono,2017,Total,Typhus Fever,0
Mono,2017,Total,Vibrio Infection (non-Cholera),0
Mono,2017,Total,Yellow Fever,0
Mono,2017,Total,Yersiniosis,0
Mono,2017,Total,Zika Virus Infection,0
Monterey,2017,Total,Amebiasis,7
Monterey,2017,Total,Anaplasmosis,0
Monterey,2017,Total,Anthrax,0
Monterey,2017,Total,Babesiosis,0
Monterey,2017,Total,"Botulism, Foodborne",0
Monterey,2017,Total,"Botulism, Other",0
Monterey,2017,Total,"Botulism, Wound",0
Monterey,2017,Total,Brucellosis,0
Monterey,2017,Total,Campylobacteriosis,68
Monterey,2017,Total,Chikungunya Virus Infection,0
Monterey,2017,Total,Cholera,0
Monterey,2017,Total,Ciguatera Fish Poisoning,0
Monterey,2017,Total,Coccidioidomycosis,191
Monterey,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Monterey,2017,Total,Cryptosporidiosis,3
Monterey,2017,Total,Cyclosporiasis,0
Monterey,2017,Total,Cysticercosis or Taeniasis,0
Monterey,2017,Total,Dengue,3
Monterey,2017,Total,Domoic Acid Poisoning,0
Monterey,2017,Total,E. coli O157,5
Monterey,2017,Total,E. coli Other STEC (non-O157),16
Monterey,2017,Total,Ehrlichiosis,0
Monterey,2017,Total,Flavivirus Infection of Undetermined Species,0
Monterey,2017,Total,Giardiasis,19
Monterey,2017,Total,Hantavirus Infection,0
Monterey,2017,Total,Hemolytic Uremic Syndrome,0
Monterey,2017,Total,"Hepatitis E, acute infection",0
Monterey,2017,Total,Legionellosis,7
Monterey,2017,Total,Leprosy,0
Monterey,2017,Total,Leptospirosis,0
Monterey,2017,Total,Listeriosis,1
Monterey,2017,Total,Lyme Disease,0
Monterey,2017,Total,Malaria,0
Monterey,2017,Total,Paralytic Shellfish Poisoning,0
Monterey,2017,Total,"Plague, human",0
Monterey,2017,Total,Psittacosis,0
Monterey,2017,Total,Q Fever,0
Monterey,2017,Total,"Rabies, human",0
Monterey,2017,Total,Relapsing Fever,0
Monterey,2017,Total,Salmonellosis,39
Monterey,2017,Total,Scombroid Fish Poisoning,0
Monterey,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Monterey,2017,Total,Shigellosis,13
Monterey,2017,Total,Spotted Fever Rickettsiosis,0
Monterey,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Monterey,2017,Total,Trichinosis,0
Monterey,2017,Total,Tularemia,1
Monterey,2017,Total,"Typhoid Fever, case",0
Monterey,2017,Total,Typhus Fever,0
Monterey,2017,Total,Vibrio Infection (non-Cholera),4
Monterey,2017,Total,Yellow Fever,0
Monterey,2017,Total,Yersiniosis,2
Monterey,2017,Total,Zika Virus Infection,1
Napa,2017,Total,Amebiasis,0
Napa,2017,Total,Anaplasmosis,1
Napa,2017,Total,Anthrax,0
Napa,2017,Total,Babesiosis,0
Napa,2017,Total,"Botulism, Foodborne",1
Napa,2017,Total,"Botulism, Other",0
Napa,2017,Total,"Botulism, Wound",0
Napa,2017,Total,Brucellosis,2
Napa,2017,Total,Campylobacteriosis,34
Napa,2017,Total,Chikungunya Virus Infection,0
Napa,2017,Total,Cholera,0
Napa,2017,Total,Ciguatera Fish Poisoning,0
Napa,2017,Total,Coccidioidomycosis,1
Napa,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Napa,2017,Total,Cryptosporidiosis,4
Napa,2017,Total,Cyclosporiasis,0
Napa,2017,Total,Cysticercosis or Taeniasis,0
Napa,2017,Total,Dengue,0
Napa,2017,Total,Domoic Acid Poisoning,0
Napa,2017,Total,E. coli O157,2
Napa,2017,Total,E. coli Other STEC (non-O157),5
Napa,2017,Total,Ehrlichiosis,0
Napa,2017,Total,Flavivirus Infection of Undetermined Species,0
Napa,2017,Total,Giardiasis,14
Napa,2017,Total,Hantavirus Infection,0
Napa,2017,Total,Hemolytic Uremic Syndrome,0
Napa,2017,Total,"Hepatitis E, acute infection",1
Napa,2017,Total,Legionellosis,1
Napa,2017,Total,Leprosy,0
Napa,2017,Total,Leptospirosis,0
Napa,2017,Total,Listeriosis,1
Napa,2017,Total,Lyme Disease,1
Napa,2017,Total,Malaria,1
Napa,2017,Total,Paralytic Shellfish Poisoning,0
Napa,2017,Total,"Plague, human",0
Napa,2017,Total,Psittacosis,0
Napa,2017,Total,Q Fever,0
Napa,2017,Total,"Rabies, human",0
Napa,2017,Total,Relapsing Fever,0
Napa,2017,Total,Salmonellosis,23
Napa,2017,Total,Scombroid Fish Poisoning,0
Napa,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),4
Napa,2017,Total,Shigellosis,12
Napa,2017,Total,Spotted Fever Rickettsiosis,0
Napa,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Napa,2017,Total,Trichinosis,0
Napa,2017,Total,Tularemia,0
Napa,2017,Total,"Typhoid Fever, case",0
Napa,2017,Total,Typhus Fever,0
Napa,2017,Total,Vibrio Infection (non-Cholera),0
Napa,2017,Total,Yellow Fever,0
Napa,2017,Total,Yersiniosis,4
Napa,2017,Total,Zika Virus Infection,0
Nevada,2017,Total,Amebiasis,1
Nevada,2017,Total,Anaplasmosis,0
Nevada,2017,Total,Anthrax,0
Nevada,2017,Total,Babesiosis,0
Nevada,2017,Total,"Botulism, Foodborne",0
Nevada,2017,Total,"Botulism, Other",0
Nevada,2017,Total,"Botulism, Wound",0
Nevada,2017,Total,Brucellosis,0
Nevada,2017,Total,Campylobacteriosis,14
Nevada,2017,Total,Chikungunya Virus Infection,0
Nevada,2017,Total,Cholera,0
Nevada,2017,Total,Ciguatera Fish Poisoning,0
Nevada,2017,Total,Coccidioidomycosis,0
