Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Valid Value
PCT012M094,Male: !! 91 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M095,Male: !! 92 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M096,Male: !! 93 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M097,Male: !! 94 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M098,Male: !! 95 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M099,Male: !! 96 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M100,Male: !! 97 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M101,Male: !! 98 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M102,Male: !! 99 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M103,Male: !! 100 to 104 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M104,Male: !! 105 to 109 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M105,Male: !! 110 years and over,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M106,Female: ,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M107,Female: !! Under 1 year,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M108,Female: !! 1 year,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M109,Female: !! 2 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M110,Female: !! 3 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M111,Female: !! 4 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M112,Female: !! 5 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M113,Female: !! 6 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M114,Female: !! 7 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M115,Female: !! 8 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M116,Female: !! 9 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M117,Female: !! 10 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M118,Female: !! 11 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M119,Female: !! 12 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M120,Female: !! 13 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M121,Female: !! 14 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M122,Female: !! 15 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M123,Female: !! 16 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M124,Female: !! 17 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M125,Female: !! 18 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M126,Female: !! 19 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M127,Female: !! 20 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M128,Female: !! 21 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M129,Female: !! 22 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M130,Female: !! 23 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M131,Female: !! 24 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M132,Female: !! 25 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M133,Female: !! 26 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M134,Female: !! 27 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M135,Female: !! 28 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M136,Female: !! 29 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M137,Female: !! 30 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M138,Female: !! 31 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M139,Female: !! 32 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M140,Female: !! 33 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M141,Female: !! 34 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M142,Female: !! 35 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M143,Female: !! 36 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M144,Female: !! 37 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M145,Female: !! 38 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M146,Female: !! 39 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M147,Female: !! 40 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M148,Female: !! 41 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M149,Female: !! 42 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M150,Female: !! 43 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M151,Female: !! 44 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M152,Female: !! 45 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M153,Female: !! 46 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M154,Female: !! 47 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M155,Female: !! 48 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M156,Female: !! 49 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M157,Female: !! 50 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M158,Female: !! 51 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M159,Female: !! 52 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M160,Female: !! 53 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M161,Female: !! 54 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M162,Female: !! 55 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M163,Female: !! 56 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M164,Female: !! 57 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M165,Female: !! 58 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M166,Female: !! 59 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M167,Female: !! 60 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M168,Female: !! 61 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M169,Female: !! 62 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M170,Female: !! 63 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M171,Female: !! 64 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M172,Female: !! 65 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M173,Female: !! 66 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M174,Female: !! 67 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M175,Female: !! 68 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M176,Female: !! 69 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M177,Female: !! 70 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M178,Female: !! 71 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M179,Female: !! 72 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M180,Female: !! 73 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M181,Female: !! 74 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M182,Female: !! 75 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M183,Female: !! 76 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M184,Female: !! 77 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M185,Female: !! 78 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M186,Female: !! 79 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M187,Female: !! 80 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M188,Female: !! 81 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M189,Female: !! 82 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M190,Female: !! 83 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M191,Female: !! 84 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M192,Female: !! 85 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M193,Female: !! 86 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M194,Female: !! 87 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M195,Female: !! 88 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M196,Female: !! 89 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M197,Female: !! 90 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M198,Female: !! 91 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M199,Female: !! 92 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M200,Female: !! 93 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M201,Female: !! 94 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M202,Female: !! 95 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M203,Female: !! 96 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M204,Female: !! 97 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M205,Female: !! 98 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M206,Female: !! 99 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M207,Female: !! 100 to 104 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M208,Female: !! 105 to 109 years,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012M209,Female: !! 110 years and over,"PCT12M. Sex By Age (Native Hawaiian And Other Pacific Islander Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N001,"People who are Some Other Race alone, not Hispanic or Latino","PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N002,Male:,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N003,Male: !! Under 1 year,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N004,Male: !! 1 year,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N005,Male: !! 2 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N006,Male: !! 3 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N007,Male: !! 4 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N008,Male: !! 5 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N009,Male: !! 6 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N010,Male: !! 7 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N011,Male: !! 8 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N012,Male: !! 9 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N013,Male: !! 10 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N014,Male: !! 11 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N015,Male: !! 12 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N016,Male: !! 13 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N017,Male: !! 14 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N018,Male: !! 15 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N019,Male: !! 16 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N020,Male: !! 17 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N021,Male: !! 18 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N022,Male: !! 19 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N023,Male: !! 20 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N024,Male: !! 21 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N025,Male: !! 22 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N026,Male: !! 23 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N027,Male: !! 24 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N028,Male: !! 25 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N029,Male: !! 26 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N030,Male: !! 27 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N031,Male: !! 28 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N032,Male: !! 29 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N033,Male: !! 30 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N034,Male: !! 31 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N035,Male: !! 32 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N036,Male: !! 33 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N037,Male: !! 34 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N038,Male: !! 35 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N039,Male: !! 36 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N040,Male: !! 37 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N041,Male: !! 38 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
PCT012N042,Male: !! 39 years,"PCT12N. Sex By Age (Some Other Race Alone, Not Hispanic Or Latino) [209]",not required,,0,(not a predicate),N/A,N/A
